Customer_ID,Report_Date,State,City,Network_Type,Network_Availability_Pct,Download_Speed_Mbps,Call_Drop_Rate_Pct,Latency_ms,Network_Downtime_Min,Complaint_Flag,Customer_Satisfaction
AIR105606,2025-08-15,Delhi,Delhi City 3,5G,98.48,159.93,1.06,20.1,44,0,3.6
AIR105607,2025-09-15,Kerala,Kerala City 3,4G,98.7,33.9,0.87,43.8,97,0,3.35
AIR105608,2025-10-15,Gujarat,Gujarat City 3,4G,97.83,40.4,0.86,55.8,53,0,3.44
AIR105609,2025-11-15,Kerala,Kerala City 1,4G,99.83,55.58,1.49,56.9,76,0,3.41
AIR105610,2025-12-15,Tamil Nadu,Tamil Nadu City 1,4G,98.54,56.8,1.35,52.5,5,1,3.65
AIR105611,2025-02-15,Rajasthan,Rajasthan City 2,4G,98.66,46.96,1.09,41.6,42,0,3.47
AIR105612,2025-03-15,Karnataka,Karnataka City 3,4G,99.04,36.17,1.41,48.6,112,1,3.13
AIR105613,2025-04-15,Rajasthan,Rajasthan City 1,4G,98.42,51.01,1.36,42.5,120,0,3.49
AIR105614,2025-05-15,Uttar Pradesh,Uttar Pradesh City 1,5G,99.17,124.2,0.48,7.2,67,0,3.38
AIR105615,2025-06-15,Karnataka,Karnataka City 1,4G,97.74,31.96,0.96,40.6,54,0,3.42
AIR105616,2025-07-15,Rajasthan,Rajasthan City 2,5G,98.72,120.16,0.67,21.5,70,0,4.13
AIR105617,2025-08-15,Gujarat,Gujarat City 3,5G,99.67,162.28,1.02,17.2,65,0,4.21
AIR105618,2025-09-15,Rajasthan,Rajasthan City 2,4G,97.32,35.81,1.52,25.4,71,1,2.72
AIR105619,2025-10-15,Gujarat,Gujarat City 3,4G,99.49,28.99,0.2,41.6,108,0,3.92
AIR105620,2025-11-15,Gujarat,Gujarat City 3,4G,97.29,29.37,1.44,59.5,110,0,3.6
AIR105621,2025-12-15,Karnataka,Karnataka City 1,5G,98.61,186.32,0.43,8.2,123,0,3.64
AIR105622,2025-02-15,West Bengal,West Bengal City 1,4G,98.21,46.95,0.94,40.2,193,0,3.73
AIR105623,2025-03-15,Maharashtra,Maharashtra City 1,4G,98.56,34.66,1.5,35.4,185,0,3.37
AIR105624,2025-04-15,Telangana,Telangana City 1,5G,98.59,161.23,0.83,17.9,26,0,3.08
AIR105625,2025-05-15,Kerala,Kerala City 1,4G,97.79,40.83,0.48,36.8,19,1,3.83
AIR105626,2025-06-15,Maharashtra,Maharashtra City 3,4G,97.98,54.33,0.62,23.3,32,0,3.95
AIR105627,2025-07-15,Tamil Nadu,Tamil Nadu City 1,4G,98.23,34.61,1.11,33.5,54,1,3.38
AIR105628,2025-08-15,West Bengal,West Bengal City 1,5G,99.54,172.88,0.68,14.1,50,1,4.37
AIR105629,2025-09-15,Maharashtra,Maharashtra City 2,5G,99.36,182.48,0.82,26.7,21,0,4.29
AIR105630,2025-10-15,Karnataka,Karnataka City 2,4G,97.86,44.13,0.99,29.7,87,0,3.2
AIR105631,2025-11-15,Tamil Nadu,Tamil Nadu City 3,4G,98.51,43.57,0.93,36.3,65,0,3.35
AIR105632,2025-12-15,Delhi,Delhi City 3,5G,98.89,120.88,0.12,15.6,73,0,3.65
AIR105633,2025-02-15,West Bengal,West Bengal City 2,5G,99.37,177.52,0.52,28.1,44,0,3.98
AIR105634,2025-03-15,Maharashtra,Maharashtra City 2,5G,99.14,165.24,0.65,5,45,1,3.67
AIR105635,2025-04-15,Tamil Nadu,Tamil Nadu City 1,4G,96.55,49.53,0.78,42.9,75,0,3.99
AIR105636,2025-05-15,Delhi,Delhi City 1,5G,100,195.96,0.63,18.6,30,1,3.93
AIR105637,2025-06-15,Rajasthan,Rajasthan City 3,4G,97.57,39.51,1.1,39.7,92,1,3.37
AIR105638,2025-07-15,Tamil Nadu,Tamil Nadu City 2,4G,99.01,40.26,1.3,39.3,30,0,3.31
AIR105639,2025-08-15,Karnataka,Karnataka City 3,5G,99.73,213.06,0.57,9.6,136,0,4.62
AIR105640,2025-09-15,Rajasthan,Rajasthan City 1,4G,96.97,39.12,0.93,50.2,127,0,3.17
AIR105641,2025-10-15,Karnataka,Karnataka City 3,5G,99.53,106.4,0.32,43,85,0,3.74
AIR105642,2025-11-15,Maharashtra,Maharashtra City 3,4G,98.6,45.78,1.94,22.3,52,0,3.53
AIR105643,2025-12-15,Telangana,Telangana City 3,5G,98.8,116.71,0.94,8.4,84,1,4.43
AIR105644,2025-02-15,Maharashtra,Maharashtra City 1,4G,97.85,47.26,1.53,19.9,115,0,3.74
AIR105645,2025-03-15,Rajasthan,Rajasthan City 3,4G,99.48,30.94,1.2,48.5,62,0,3.54
AIR105646,2025-04-15,Gujarat,Gujarat City 1,4G,97.1,23.25,1.12,31.2,39,0,3.33
AIR105647,2025-05-15,Maharashtra,Maharashtra City 2,4G,97.37,28.47,0.89,34.7,34,0,3.44
AIR105648,2025-06-15,Rajasthan,Rajasthan City 3,5G,99.12,146.07,1.15,11.9,81,1,3.76
AIR105649,2025-07-15,Tamil Nadu,Tamil Nadu City 3,4G,98.29,69.27,1.06,34.9,119,1,3.56
AIR105650,2025-08-15,Uttar Pradesh,Uttar Pradesh City 1,4G,98.15,25.54,0.05,15.8,79,0,4.19
AIR105651,2025-09-15,Maharashtra,Maharashtra City 3,4G,96.96,46.08,1.05,52.1,72,0,3.45
AIR105652,2025-10-15,Tamil Nadu,Tamil Nadu City 1,5G,98.7,203,0.81,22.2,55,1,3.51
AIR105653,2025-11-15,Karnataka,Karnataka City 3,4G,97.95,33.91,0.86,33.4,118,0,3.2
AIR105654,2025-12-15,West Bengal,West Bengal City 2,4G,99.72,52.18,0.78,17.4,136,1,4.21
AIR105655,2025-02-15,Telangana,Telangana City 2,4G,97.78,52.61,1.06,28.5,31,0,3.23
AIR105656,2025-03-15,Karnataka,Karnataka City 2,5G,99.75,99.76,0.36,15.2,61,0,4.1
AIR105657,2025-04-15,Karnataka,Karnataka City 3,4G,97.84,56.02,1.08,36.6,162,0,3.67
AIR105658,2025-05-15,Rajasthan,Rajasthan City 3,4G,97.63,44.09,0.57,30.1,9,1,3.86
AIR105659,2025-06-15,Gujarat,Gujarat City 2,5G,98.8,217.15,0.96,22.8,22,1,3.46
AIR105660,2025-07-15,Kerala,Kerala City 2,5G,99.47,111.02,0.42,23.7,127,1,4.46
AIR105661,2025-08-15,Uttar Pradesh,Uttar Pradesh City 1,4G,97.66,53.05,0.05,36.8,99,0,3.89
AIR105662,2025-09-15,Gujarat,Gujarat City 1,5G,98.93,139.15,0.6,14.7,67,0,3.95
AIR105663,2025-10-15,Rajasthan,Rajasthan City 2,4G,98.7,40.81,1.45,48.4,50,1,4.05
AIR105664,2025-11-15,Telangana,Telangana City 2,4G,98.25,37.29,1.21,49.1,41,0,3.78
AIR105665,2025-12-15,Uttar Pradesh,Uttar Pradesh City 3,4G,97.75,46.57,0.76,45.4,30,1,3.82
AIR105666,2025-02-15,Uttar Pradesh,Uttar Pradesh City 2,5G,98.54,109.79,0.63,7.6,116,0,3.52
AIR105667,2025-03-15,Rajasthan,Rajasthan City 1,4G,98.71,21.77,1.25,20.3,129,0,3.78
AIR105668,2025-04-15,Delhi,Delhi City 1,4G,97.3,24.33,1.57,32,94,0,3.07
AIR105669,2025-05-15,Karnataka,Karnataka City 1,4G,99.08,55.15,0.87,33.9,93,1,3.37
AIR105670,2025-06-15,West Bengal,West Bengal City 1,5G,99.49,102.33,0.61,20.9,100,0,3.86
AIR105671,2025-07-15,Delhi,Delhi City 1,4G,97.88,25.09,0.27,42.1,91,0,4.09
AIR105672,2025-08-15,Rajasthan,Rajasthan City 1,4G,97.39,38.2,0.77,37.1,67,0,3.37
AIR105673,2025-09-15,Delhi,Delhi City 2,4G,98.84,34.32,1.24,42.8,41,0,3.5
AIR105674,2025-10-15,West Bengal,West Bengal City 1,4G,98.95,31.9,1.67,63.5,90,1,3.49
AIR105675,2025-11-15,Rajasthan,Rajasthan City 1,5G,99.21,252.83,0.77,11.2,19,0,3.96
AIR105676,2025-12-15,Rajasthan,Rajasthan City 1,4G,97.24,58.02,0.72,37.9,59,0,3.14
AIR105677,2025-02-15,Uttar Pradesh,Uttar Pradesh City 1,5G,99.41,181.24,0.64,28,29,1,4.05
AIR105678,2025-03-15,Delhi,Delhi City 2,4G,95.88,41.5,1.4,26.6,76,0,2.58
AIR105679,2025-04-15,Tamil Nadu,Tamil Nadu City 3,5G,98.29,175.18,0.91,15.6,93,0,3.43
AIR105680,2025-05-15,Maharashtra,Maharashtra City 3,4G,95.65,53.15,1.31,55.9,99,0,3.06
AIR105681,2025-06-15,Rajasthan,Rajasthan City 3,4G,97.86,49.61,0.78,30.4,129,0,3.34
AIR105682,2025-07-15,Delhi,Delhi City 3,5G,99.38,112.81,0.46,32.2,5,0,4.12
AIR105683,2025-08-15,Kerala,Kerala City 1,5G,98.37,149.04,0.89,13.6,66,1,4.02
AIR105684,2025-09-15,Telangana,Telangana City 3,4G,99.04,67.63,0.97,40,95,0,3.44
AIR105685,2025-10-15,Kerala,Kerala City 3,4G,98.33,43.15,1.44,45.6,78,0,3.39
AIR105686,2025-11-15,Delhi,Delhi City 2,4G,98.58,49.81,0.47,31.8,88,0,3.78
AIR105687,2025-12-15,Karnataka,Karnataka City 2,5G,99.11,117.07,0.46,19,5,1,3.81
AIR105688,2025-02-15,Karnataka,Karnataka City 2,4G,97.38,53.32,1.36,23.9,81,0,2.58
AIR105689,2025-03-15,Delhi,Delhi City 1,4G,98.54,57.34,1.33,43.3,90,0,3.05
AIR105690,2025-04-15,Uttar Pradesh,Uttar Pradesh City 1,4G,97.92,50.67,1.1,39.2,110,0,3.81
AIR105691,2025-05-15,Uttar Pradesh,Uttar Pradesh City 1,5G,99.82,172.28,0.55,22.4,69,1,4.29
AIR105692,2025-06-15,Rajasthan,Rajasthan City 2,4G,99.11,57.34,0.74,60.2,81,0,3.36
AIR105693,2025-07-15,West Bengal,West Bengal City 3,4G,97.84,56.2,0.78,27.1,73,0,3.43
AIR105694,2025-08-15,Maharashtra,Maharashtra City 2,4G,98.14,44.04,0.55,31.9,57,0,3.69
AIR105695,2025-09-15,Rajasthan,Rajasthan City 1,4G,98.4,52.28,1.57,36.5,59,0,2.71
AIR105696,2025-10-15,Kerala,Kerala City 2,4G,98.38,41.65,1,34.7,19,1,3.37
AIR105697,2025-11-15,Maharashtra,Maharashtra City 3,5G,100,149.44,0.17,18.2,42,1,4
AIR105698,2025-12-15,Kerala,Kerala City 1,5G,98.62,106.27,0.06,16.4,68,0,3.75
AIR105699,2025-02-15,Uttar Pradesh,Uttar Pradesh City 3,4G,96.7,28.12,1.02,28.8,84,0,2.93
AIR105700,2025-03-15,Delhi,Delhi City 3,5G,99.68,190.56,0.72,28.3,116,0,4.05
AIR105701,2025-04-15,West Bengal,West Bengal City 1,4G,99.73,36.22,1.15,43.7,60,1,4.11
AIR105702,2025-05-15,Kerala,Kerala City 3,4G,98.53,52.25,1.71,25.5,55,0,3.43
AIR105703,2025-06-15,Uttar Pradesh,Uttar Pradesh City 2,5G,99.78,158.67,0.78,24.8,64,0,4.47
AIR105704,2025-07-15,West Bengal,West Bengal City 3,4G,97.24,42.71,1.41,48.3,87,0,3.1
AIR105705,2025-08-15,Rajasthan,Rajasthan City 3,4G,98.09,59.01,0.94,36.4,41,1,3.57
AIR105706,2025-09-15,Delhi,Delhi City 3,5G,99.04,176.86,0.64,17.4,89,1,4.26
AIR105707,2025-10-15,Telangana,Telangana City 2,4G,99.08,40.31,0.89,50.5,55,1,3.85
AIR105708,2025-11-15,Karnataka,Karnataka City 3,5G,99.83,144.91,0.36,23.1,88,0,4.39
AIR105709,2025-12-15,Gujarat,Gujarat City 3,5G,99.03,136.7,0.76,10.6,91,0,3.67
AIR105710,2025-02-15,West Bengal,West Bengal City 2,4G,98.79,41.57,0.48,38.8,33,0,4.04
AIR105711,2025-03-15,Telangana,Telangana City 1,4G,96.56,42.7,0.99,47,106,0,2.45
AIR105712,2025-04-15,Telangana,Telangana City 1,4G,98.13,75.48,1.12,23.7,61,1,3.28
AIR105713,2025-05-15,West Bengal,West Bengal City 1,4G,98.45,34.26,1.8,46.4,50,1,2.81
AIR105714,2025-06-15,Telangana,Telangana City 3,4G,99.14,60.27,1.32,32.1,70,1,3.45
AIR105715,2025-07-15,Kerala,Kerala City 1,5G,99.2,157.45,0.43,20.4,75,1,3.27
AIR105716,2025-08-15,Telangana,Telangana City 2,4G,99.21,40.93,1.71,39.2,57,0,2.95
AIR105717,2025-09-15,Uttar Pradesh,Uttar Pradesh City 3,4G,99.32,52.71,0.71,49.5,83,1,3.76
AIR105718,2025-10-15,Maharashtra,Maharashtra City 3,4G,98.14,51.71,0.91,24.9,74,0,3.54
AIR105719,2025-11-15,Kerala,Kerala City 3,4G,97.13,36.43,0.78,32,91,0,3.42
AIR105720,2025-12-15,Telangana,Telangana City 1,5G,98.81,163.63,0.82,6.7,60,1,4.36
AIR105721,2025-02-15,Rajasthan,Rajasthan City 1,4G,98.88,32.6,0.8,23.7,35,0,4.1
AIR105722,2025-03-15,Karnataka,Karnataka City 1,5G,99.28,136.82,0.42,26.3,83,0,4.23
AIR105723,2025-04-15,Delhi,Delhi City 3,4G,98.26,34.95,1.2,37,71,0,3.71
AIR105724,2025-05-15,Telangana,Telangana City 2,4G,98.75,35.15,1.45,39.3,6,0,3.8
AIR105725,2025-06-15,Tamil Nadu,Tamil Nadu City 3,4G,99.43,57.35,1.53,25.3,71,0,3.72
AIR105726,2025-07-15,Karnataka,Karnataka City 2,4G,97.08,42.74,0.93,53.6,69,1,3.17
AIR105727,2025-08-15,Rajasthan,Rajasthan City 3,4G,99.18,53.46,1.19,31.7,69,0,3.72
AIR105728,2025-09-15,Uttar Pradesh,Uttar Pradesh City 2,4G,98.15,36.21,1.16,34.8,34,0,3.25
AIR105729,2025-10-15,Telangana,Telangana City 3,5G,99.21,118.96,0.55,31.2,84,0,3.83
AIR105730,2025-11-15,Uttar Pradesh,Uttar Pradesh City 3,4G,99.2,51.5,0.75,54.9,106,1,3.87
AIR105731,2025-12-15,Telangana,Telangana City 2,5G,99.44,217.19,0.47,22.2,127,0,3.21
AIR105732,2025-02-15,Gujarat,Gujarat City 2,4G,98.63,39.34,1.14,43.8,76,0,2.57
AIR105733,2025-03-15,Maharashtra,Maharashtra City 2,4G,97.65,50.14,1.13,22,125,0,3.25
AIR105734,2025-04-15,Uttar Pradesh,Uttar Pradesh City 2,4G,98.03,40.42,1.11,33.8,122,1,2.69
AIR105735,2025-05-15,Maharashtra,Maharashtra City 2,4G,99.38,63.18,0.89,52,91,0,3.74
AIR105736,2025-06-15,Karnataka,Karnataka City 2,5G,99.42,124.37,0.57,14.5,32,0,4.3
AIR105737,2025-07-15,Gujarat,Gujarat City 2,4G,99.23,38.89,0.93,38.5,57,0,4.23
AIR105738,2025-08-15,Delhi,Delhi City 2,4G,96.56,44.18,1.37,25.3,59,0,3.17
AIR105739,2025-09-15,Kerala,Kerala City 3,4G,99.26,66.03,0.56,29.4,100,0,3.97
AIR105740,2025-10-15,Maharashtra,Maharashtra City 2,4G,97.38,50.38,0.97,47,97,0,3.61
AIR105741,2025-11-15,Gujarat,Gujarat City 2,5G,98.81,170.29,0.15,19.6,5,0,4.1
AIR105742,2025-12-15,Maharashtra,Maharashtra City 3,4G,97.83,52.47,1.09,52.9,91,1,3.11
AIR105743,2025-02-15,West Bengal,West Bengal City 3,5G,99.61,117.35,0.51,23.7,82,0,3.8
AIR105744,2025-03-15,Rajasthan,Rajasthan City 1,4G,98.51,37.9,1.15,34.2,96,0,3.65
AIR105745,2025-04-15,Delhi,Delhi City 1,5G,99.02,211.51,0.63,14.3,103,1,3.71
AIR105746,2025-05-15,Rajasthan,Rajasthan City 2,5G,98.74,166.37,0.51,24.9,92,1,3.61
AIR105747,2025-06-15,Telangana,Telangana City 2,4G,98.51,56.68,1.35,53.9,41,1,3.21
AIR105748,2025-07-15,Maharashtra,Maharashtra City 1,4G,97.96,38.9,0.78,38.6,93,0,3.59
AIR105749,2025-08-15,Telangana,Telangana City 1,5G,98.87,115.52,0.55,10.9,46,0,5
AIR105750,2025-09-15,Tamil Nadu,Tamil Nadu City 2,4G,98.55,32.7,0.83,37.1,69,0,3.49
AIR105751,2025-10-15,Maharashtra,Maharashtra City 1,5G,98.29,151.76,0.72,13.4,5,0,3.7
AIR105752,2025-11-15,Gujarat,Gujarat City 2,4G,98.63,51.4,0.73,44.8,67,0,3.36
AIR105753,2025-12-15,Delhi,Delhi City 3,4G,98.38,56.21,1.03,38.1,66,1,3.52
AIR105754,2025-02-15,Telangana,Telangana City 3,5G,99.9,183.54,0.63,31.9,50,0,4.24
AIR105755,2025-03-15,Maharashtra,Maharashtra City 1,4G,99.41,67.8,1.28,49.1,104,0,3.36
AIR105756,2025-04-15,Tamil Nadu,Tamil Nadu City 3,4G,99.45,41.44,0.73,32.1,118,0,3.51
AIR105757,2025-05-15,Rajasthan,Rajasthan City 3,4G,95.63,60.57,1.6,50.3,85,0,2.5
AIR105758,2025-06-15,Gujarat,Gujarat City 3,4G,97.51,33.69,0.98,26.6,77,0,3.92
AIR105759,2025-07-15,West Bengal,West Bengal City 3,5G,98.7,160.35,0.72,15.3,121,0,3.9
AIR105760,2025-08-15,Maharashtra,Maharashtra City 2,5G,99.24,137.45,0.71,18.5,112,1,3.2
AIR105761,2025-09-15,West Bengal,West Bengal City 2,5G,98.58,238.65,0.46,17.3,30,0,4.21
AIR105762,2025-10-15,Karnataka,Karnataka City 1,4G,98.98,37.5,1.33,29.3,95,0,4.24
AIR105763,2025-11-15,Delhi,Delhi City 3,4G,97.66,28.9,1.37,40.2,55,0,3.68
AIR105764,2025-12-15,Maharashtra,Maharashtra City 3,5G,99.51,118.85,0.99,28.2,91,1,3.22
AIR105765,2025-02-15,Uttar Pradesh,Uttar Pradesh City 3,4G,97.57,54.9,1.19,50.2,72,0,3.27
AIR105766,2025-03-15,Tamil Nadu,Tamil Nadu City 1,4G,98.31,28.56,1.33,32.1,88,1,3.5
AIR105767,2025-04-15,Telangana,Telangana City 2,5G,98.41,100.73,0.51,10.8,48,1,4.54
AIR105768,2025-05-15,Uttar Pradesh,Uttar Pradesh City 3,4G,97.67,73.38,0.91,22.7,48,0,3.22
AIR105769,2025-06-15,Karnataka,Karnataka City 2,4G,96.8,25.46,1.5,55.9,46,0,3.14
AIR105770,2025-07-15,Delhi,Delhi City 1,4G,99.09,13.66,1.07,41.4,13,1,3.79
AIR105771,2025-08-15,Rajasthan,Rajasthan City 2,4G,98.29,24.66,1.32,42.2,74,0,3.52
AIR105772,2025-09-15,Gujarat,Gujarat City 3,4G,98.1,63.12,0.98,40.3,33,0,3.36
AIR105773,2025-10-15,West Bengal,West Bengal City 2,5G,99.78,169.43,0.45,10.8,51,0,4.4
AIR105774,2025-11-15,Karnataka,Karnataka City 2,4G,98.05,36.25,1.27,45.1,5,0,3.16
AIR105775,2025-12-15,Telangana,Telangana City 1,4G,99.05,37.27,1.08,38.3,119,0,3.38
AIR105776,2025-02-15,Gujarat,Gujarat City 1,5G,99.42,202.18,0.71,13.2,54,0,4.59
AIR105777,2025-03-15,Rajasthan,Rajasthan City 1,4G,97.89,58.89,0.86,22.8,121,0,3.36
AIR105778,2025-04-15,Telangana,Telangana City 1,4G,96.8,58.97,0.91,50.7,105,1,3.93
AIR105779,2025-05-15,Tamil Nadu,Tamil Nadu City 2,4G,97.76,56.85,1.05,32.2,122,0,2.93
AIR105780,2025-06-15,West Bengal,West Bengal City 2,5G,99.44,143.95,0.98,14.4,59,0,4.22
AIR105781,2025-07-15,Uttar Pradesh,Uttar Pradesh City 1,4G,98.5,44.22,0.67,66,70,0,3.21
AIR105782,2025-08-15,Maharashtra,Maharashtra City 1,4G,98.62,32.43,0.63,15.9,93,0,3.54
AIR105783,2025-09-15,Karnataka,Karnataka City 3,4G,98.77,62.1,0.61,46.8,110,0,3.96
AIR105784,2025-10-15,Maharashtra,Maharashtra City 3,4G,98.09,51.72,1.55,37.9,67,1,3.16
AIR105785,2025-11-15,Gujarat,Gujarat City 1,4G,97.48,46.34,0.81,24,100,0,3.04
AIR105786,2025-12-15,Maharashtra,Maharashtra City 2,4G,98.05,31.25,0.34,34.6,90,0,3.87
AIR105787,2025-02-15,Uttar Pradesh,Uttar Pradesh City 1,4G,97.45,17.77,1.8,31.4,56,0,3.58
AIR105788,2025-03-15,Kerala,Kerala City 2,4G,96.75,30.33,1.7,30.8,98,0,2.91
AIR105789,2025-04-15,Gujarat,Gujarat City 2,4G,98.53,51.27,1.65,41.9,46,0,3.21
AIR105790,2025-05-15,West Bengal,West Bengal City 3,4G,96.65,36.82,1.09,32.9,52,0,3.18
AIR105791,2025-06-15,Telangana,Telangana City 1,4G,97.32,63.04,1.39,38.8,104,0,3.36
AIR105792,2025-07-15,West Bengal,West Bengal City 1,5G,99.65,160.44,0.93,20.1,88,0,4.11
AIR105793,2025-08-15,Maharashtra,Maharashtra City 2,5G,99.42,168.42,0.73,31.1,5,1,3.37
AIR105794,2025-09-15,Delhi,Delhi City 1,5G,99.15,128.52,0.39,13,105,0,3.91
AIR105795,2025-10-15,Gujarat,Gujarat City 3,4G,96.54,19.72,0.96,37.1,81,0,2.81
AIR105796,2025-11-15,Telangana,Telangana City 3,4G,98.07,56.71,1.1,40,5,0,2.96
AIR105797,2025-12-15,Rajasthan,Rajasthan City 1,4G,98.12,41.27,1.61,40.3,72,0,2.81
AIR105798,2025-02-15,Tamil Nadu,Tamil Nadu City 1,4G,97.43,9.17,0.68,42.4,82,0,3.93
AIR105799,2025-03-15,West Bengal,West Bengal City 3,4G,98,40.7,1.17,40.4,32,0,3.49
AIR105800,2025-04-15,West Bengal,West Bengal City 1,4G,97.58,57.85,1.15,43.7,34,0,3.43
AIR105801,2025-05-15,Gujarat,Gujarat City 2,4G,98.47,33.27,1.25,36.3,82,1,3.75
AIR105802,2025-06-15,Delhi,Delhi City 1,4G,97.6,26.03,0.4,25.1,91,1,3.06
AIR105803,2025-07-15,Maharashtra,Maharashtra City 2,4G,97.61,25.81,0.52,34,72,1,3.88
AIR105804,2025-08-15,Maharashtra,Maharashtra City 1,4G,98.83,40.14,0.75,33,48,0,3.41
AIR105805,2025-09-15,Gujarat,Gujarat City 1,4G,98.03,54.47,1.26,28.5,102,1,3.62
AIR105806,2025-10-15,West Bengal,West Bengal City 3,4G,97.72,49.02,1.3,33.9,5,0,3.24
AIR105807,2025-11-15,Telangana,Telangana City 2,5G,99.25,135.35,0.85,19.8,29,0,3.83
AIR105808,2025-12-15,Tamil Nadu,Tamil Nadu City 3,4G,98.47,36.96,0.88,35.2,39,0,3.31
AIR105809,2025-02-15,Gujarat,Gujarat City 1,4G,96.84,52.91,0.86,31.1,144,1,3.25
AIR105810,2025-03-15,Telangana,Telangana City 3,5G,99.36,100.8,0.12,17.5,72,0,3.48
AIR105811,2025-04-15,Telangana,Telangana City 1,4G,98.11,39.63,1.14,25.1,102,0,2.92
AIR105812,2025-05-15,Rajasthan,Rajasthan City 1,4G,98.9,26.01,0.57,42.9,36,0,3.64
AIR105813,2025-06-15,Uttar Pradesh,Uttar Pradesh City 1,4G,96.47,43.51,0.49,44.6,106,0,3.96
AIR105814,2025-07-15,Kerala,Kerala City 2,4G,97.19,47.75,1.02,44.2,31,0,3.7
AIR105815,2025-08-15,Tamil Nadu,Tamil Nadu City 2,4G,99.29,65.72,0.83,51.7,119,1,3.45
AIR105816,2025-09-15,Karnataka,Karnataka City 2,4G,97.55,45.93,1.45,23.6,14,1,3.66
AIR105817,2025-10-15,Delhi,Delhi City 3,4G,97.55,48.4,1.02,46.5,39,0,3.36
AIR105818,2025-11-15,Kerala,Kerala City 1,5G,98.26,197.41,0.79,22,52,0,3.34
AIR105819,2025-12-15,Rajasthan,Rajasthan City 3,4G,98.63,39.23,1.11,26.9,122,0,3.53
AIR105820,2025-02-15,Tamil Nadu,Tamil Nadu City 3,4G,96.85,46.15,1.43,38.4,49,1,3.15
AIR105821,2025-03-15,Maharashtra,Maharashtra City 1,4G,98.11,65.91,1.93,38.4,99,0,2.9
AIR105822,2025-04-15,Kerala,Kerala City 3,4G,98.56,40.43,1.45,38.3,115,1,3.63
AIR105823,2025-05-15,Maharashtra,Maharashtra City 1,5G,99.37,120.42,0.58,17,110,0,4.02
AIR105824,2025-06-15,Delhi,Delhi City 1,4G,98.37,51.21,1.13,33.3,76,1,3.57
AIR105825,2025-07-15,Maharashtra,Maharashtra City 1,5G,98.67,122.2,0.36,29.6,45,1,3.55
AIR105826,2025-08-15,Delhi,Delhi City 1,4G,99.07,55.63,1.29,38,65,0,3.46
AIR105827,2025-09-15,Tamil Nadu,Tamil Nadu City 3,5G,100,141.74,0.68,26.6,77,0,3.91
AIR105828,2025-10-15,West Bengal,West Bengal City 3,4G,97.05,65.71,1.24,53.5,73,1,2.67
AIR105829,2025-11-15,Delhi,Delhi City 3,4G,97.78,48.16,1.44,35.1,65,0,2.96
AIR105830,2025-12-15,Telangana,Telangana City 2,5G,98.46,218.37,0.55,18.7,94,1,3.94
AIR105831,2025-02-15,Karnataka,Karnataka City 3,5G,99.88,99.77,1.04,17.8,105,0,3.8
AIR105832,2025-03-15,Karnataka,Karnataka City 3,4G,98.76,50.85,0.92,32.4,135,0,3.04
AIR105833,2025-04-15,Gujarat,Gujarat City 2,5G,98.9,147.93,0.76,17.7,105,0,3.43
AIR105834,2025-05-15,Karnataka,Karnataka City 1,4G,99.01,44.89,0.97,31.3,101,0,3.63
AIR105835,2025-06-15,Gujarat,Gujarat City 1,4G,96.52,41.7,0.79,17.5,61,0,3.33
AIR105836,2025-07-15,Karnataka,Karnataka City 1,4G,98.45,61.51,1.09,43.8,59,0,3.58
AIR105837,2025-08-15,Delhi,Delhi City 2,5G,98.79,87.84,0.8,16.6,78,0,3.44
AIR105838,2025-09-15,Telangana,Telangana City 3,5G,99.31,110.02,0.79,24.7,94,0,3.06
AIR105839,2025-10-15,West Bengal,West Bengal City 3,4G,99.02,50.09,0.46,36.4,86,0,3.47
AIR105840,2025-11-15,Maharashtra,Maharashtra City 3,4G,97.3,48.65,0.98,37.6,66,0,2.9
AIR105841,2025-12-15,Rajasthan,Rajasthan City 3,4G,98.39,31.86,1.79,52.4,117,1,3.76
AIR105842,2025-02-15,Karnataka,Karnataka City 2,4G,98.41,64.05,1.41,49.6,143,0,3.33
AIR105843,2025-03-15,West Bengal,West Bengal City 3,4G,98.4,28.99,1.47,48.3,23,0,3.51
AIR105844,2025-04-15,West Bengal,West Bengal City 1,4G,99.33,28.67,1.04,46.3,102,0,3.34
AIR105845,2025-05-15,Delhi,Delhi City 2,4G,98.17,66.37,0.98,32.6,17,1,3.44
AIR105846,2025-06-15,Tamil Nadu,Tamil Nadu City 2,4G,98.56,44.19,1.1,56.2,25,0,3
AIR105847,2025-07-15,Tamil Nadu,Tamil Nadu City 1,4G,99.03,47.69,0.74,39.5,72,0,3.36
AIR105848,2025-08-15,Karnataka,Karnataka City 1,5G,98.97,172.99,0.54,21.9,160,0,3.49
AIR105849,2025-09-15,Rajasthan,Rajasthan City 3,4G,98.07,41.46,1.05,18.4,60,1,2.57
AIR105850,2025-10-15,Karnataka,Karnataka City 1,4G,97.18,58.23,0.57,38.5,5,0,3.59
AIR105851,2025-11-15,Karnataka,Karnataka City 2,4G,98.65,52.24,1.05,34.8,163,0,3.36
AIR105852,2025-12-15,Gujarat,Gujarat City 2,4G,98.29,51.37,0.57,14.8,80,0,4.17
AIR105853,2025-02-15,Telangana,Telangana City 2,4G,98.79,30.71,1.44,47.1,72,0,3.12
AIR105854,2025-03-15,Telangana,Telangana City 3,4G,98.14,42.64,0.51,45.2,99,1,3.79
