Customer_ID,Report_Date,State,City,Network_Type,Network_Availability_Pct,Download_Speed_Mbps,Upload_Speed_Mbps,Latency_ms,Call_Drop_Rate_Pct,Network_Downtime_Min
AIR105612,2025-03-15,Karnataka,Karnataka City 3,4G,99.04,36.17,18.71,48.6,1.41,112
AIR105613,2025-04-15,Rajasthan,Rajasthan City 1,4G,98.42,51.01,20.04,42.5,1.36,120
AIR105614,2025-05-15,Uttar Pradesh,Uttar Pradesh City 1,5G,99.17,124.2,75.95,7.2,0.48,67
AIR105615,2025-06-15,Karnataka,Karnataka City 1,4G,97.74,31.96,26.65,40.6,0.96,54
AIR105616,2025-07-15,Rajasthan,Rajasthan City 2,5G,98.72,120.16,95.75,21.5,0.67,70
AIR105617,2025-08-15,Gujarat,Gujarat City 3,5G,99.67,162.28,99.53,17.2,1.02,65
AIR105618,2025-09-15,Rajasthan,Rajasthan City 2,4G,97.32,35.81,7.47,25.4,1.52,71
AIR105619,2025-10-15,Gujarat,Gujarat City 3,4G,99.49,28.99,14.76,41.6,0.2,108
AIR105620,2025-11-15,Gujarat,Gujarat City 3,4G,97.29,29.37,15.21,59.5,1.44,110
AIR105621,2025-12-15,Karnataka,Karnataka City 1,5G,98.61,186.32,67,8.2,0.43,123
AIR105622,2025-02-15,West Bengal,West Bengal City 1,4G,98.21,46.95,16.77,40.2,0.94,193
AIR105623,2025-03-15,Maharashtra,Maharashtra City 1,4G,98.56,34.66,12.83,35.4,1.5,185
AIR105624,2025-04-15,Telangana,Telangana City 1,5G,98.59,161.23,55.57,17.9,0.83,26
AIR105625,2025-05-15,Kerala,Kerala City 1,4G,97.79,40.83,14.51,36.8,0.48,19
AIR105626,2025-06-15,Maharashtra,Maharashtra City 3,4G,97.98,54.33,29.42,23.3,0.62,32
AIR105627,2025-07-15,Tamil Nadu,Tamil Nadu City 1,4G,98.23,34.61,15.96,33.5,1.11,54
AIR105628,2025-08-15,West Bengal,West Bengal City 1,5G,99.54,172.88,81.03,14.1,0.68,50
AIR105629,2025-09-15,Maharashtra,Maharashtra City 2,5G,99.36,182.48,70.71,26.7,0.82,21
AIR105630,2025-10-15,Karnataka,Karnataka City 2,4G,97.86,44.13,17.59,29.7,0.99,87
AIR105631,2025-11-15,Tamil Nadu,Tamil Nadu City 3,4G,98.51,43.57,5.81,36.3,0.93,65
AIR105632,2025-12-15,Delhi,Delhi City 3,5G,98.89,120.88,67.38,15.6,0.12,73
AIR105633,2025-02-15,West Bengal,West Bengal City 2,5G,99.37,177.52,69.11,28.1,0.52,44
AIR105634,2025-03-15,Maharashtra,Maharashtra City 2,5G,99.14,165.24,46.47,5,0.65,45
AIR105635,2025-04-15,Tamil Nadu,Tamil Nadu City 1,4G,96.55,49.53,18.34,42.9,0.78,75
AIR105636,2025-05-15,Delhi,Delhi City 1,5G,100,195.96,94.23,18.6,0.63,30
AIR105637,2025-06-15,Rajasthan,Rajasthan City 3,4G,97.57,39.51,17.4,39.7,1.1,92
AIR105638,2025-07-15,Tamil Nadu,Tamil Nadu City 2,4G,99.01,40.26,20.76,39.3,1.3,30
AIR105639,2025-08-15,Karnataka,Karnataka City 3,5G,99.73,213.06,72.27,9.6,0.57,136
AIR105640,2025-09-15,Rajasthan,Rajasthan City 1,4G,96.97,39.12,23.42,50.2,0.93,127
AIR105641,2025-10-15,Karnataka,Karnataka City 3,5G,99.53,106.4,56.09,43,0.32,85
AIR105642,2025-11-15,Maharashtra,Maharashtra City 3,4G,98.6,45.78,13.07,22.3,1.94,52
AIR105643,2025-12-15,Telangana,Telangana City 3,5G,98.8,116.71,57.89,8.4,0.94,84
AIR105644,2025-02-15,Maharashtra,Maharashtra City 1,4G,97.85,47.26,15.25,19.9,1.53,115
AIR105645,2025-03-15,Rajasthan,Rajasthan City 3,4G,99.48,30.94,27.42,48.5,1.2,62
AIR105646,2025-04-15,Gujarat,Gujarat City 1,4G,97.1,23.25,19.19,31.2,1.12,39
AIR105647,2025-05-15,Maharashtra,Maharashtra City 2,4G,97.37,28.47,18.51,34.7,0.89,34
AIR105648,2025-06-15,Rajasthan,Rajasthan City 3,5G,99.12,146.07,57.34,11.9,1.15,81
AIR105649,2025-07-15,Tamil Nadu,Tamil Nadu City 3,4G,98.29,69.27,20.94,34.9,1.06,119
AIR105650,2025-08-15,Uttar Pradesh,Uttar Pradesh City 1,4G,98.15,25.54,15.74,15.8,0.05,79
AIR105651,2025-09-15,Maharashtra,Maharashtra City 3,4G,96.96,46.08,6.84,52.1,1.05,72
AIR105652,2025-10-15,Tamil Nadu,Tamil Nadu City 1,5G,98.7,203,70.23,22.2,0.81,55
AIR105653,2025-11-15,Karnataka,Karnataka City 3,4G,97.95,33.91,14.69,33.4,0.86,118
AIR105654,2025-12-15,West Bengal,West Bengal City 2,4G,99.72,52.18,16.96,17.4,0.78,136
AIR105655,2025-02-15,Telangana,Telangana City 2,4G,97.78,52.61,12.86,28.5,1.06,31
AIR105656,2025-03-15,Karnataka,Karnataka City 2,5G,99.75,99.76,43.33,15.2,0.36,61
AIR105657,2025-04-15,Karnataka,Karnataka City 3,4G,97.84,56.02,17.03,36.6,1.08,162
AIR105658,2025-05-15,Rajasthan,Rajasthan City 3,4G,97.63,44.09,13.18,30.1,0.57,9
AIR105659,2025-06-15,Gujarat,Gujarat City 2,5G,98.8,217.15,79.77,22.8,0.96,22
AIR105660,2025-07-15,Kerala,Kerala City 2,5G,99.47,111.02,47.57,23.7,0.42,127
AIR105661,2025-08-15,Uttar Pradesh,Uttar Pradesh City 1,4G,97.66,53.05,30.59,36.8,0.05,99
AIR105662,2025-09-15,Gujarat,Gujarat City 1,5G,98.93,139.15,27.11,14.7,0.6,67
AIR105663,2025-10-15,Rajasthan,Rajasthan City 2,4G,98.7,40.81,20.46,48.4,1.45,50
AIR105664,2025-11-15,Telangana,Telangana City 2,4G,98.25,37.29,32.11,49.1,1.21,41
AIR105665,2025-12-15,Uttar Pradesh,Uttar Pradesh City 3,4G,97.75,46.57,14.92,45.4,0.76,30
AIR105666,2025-02-15,Uttar Pradesh,Uttar Pradesh City 2,5G,98.54,109.79,65.18,7.6,0.63,116
AIR105667,2025-03-15,Rajasthan,Rajasthan City 1,4G,98.71,21.77,16.64,20.3,1.25,129
AIR105668,2025-04-15,Delhi,Delhi City 1,4G,97.3,24.33,17.64,32,1.57,94
AIR105669,2025-05-15,Karnataka,Karnataka City 1,4G,99.08,55.15,21.97,33.9,0.87,93
AIR105670,2025-06-15,West Bengal,West Bengal City 1,5G,99.49,102.33,76.66,20.9,0.61,100
AIR105671,2025-07-15,Delhi,Delhi City 1,4G,97.88,25.09,16.65,42.1,0.27,91
AIR105672,2025-08-15,Rajasthan,Rajasthan City 1,4G,97.39,38.2,19.44,37.1,0.77,67
AIR105673,2025-09-15,Delhi,Delhi City 2,4G,98.84,34.32,4.91,42.8,1.24,41
AIR105674,2025-10-15,West Bengal,West Bengal City 1,4G,98.95,31.9,21.69,63.5,1.67,90
AIR105675,2025-11-15,Rajasthan,Rajasthan City 1,5G,99.21,252.83,71.13,11.2,0.77,19
AIR105676,2025-12-15,Rajasthan,Rajasthan City 1,4G,97.24,58.02,10.94,37.9,0.72,59
AIR105677,2025-02-15,Uttar Pradesh,Uttar Pradesh City 1,5G,99.41,181.24,75,28,0.64,29
AIR105678,2025-03-15,Delhi,Delhi City 2,4G,95.88,41.5,19.65,26.6,1.4,76
AIR105679,2025-04-15,Tamil Nadu,Tamil Nadu City 3,5G,98.29,175.18,57.83,15.6,0.91,93
AIR105680,2025-05-15,Maharashtra,Maharashtra City 3,4G,95.65,53.15,14.12,55.9,1.31,99
AIR105681,2025-06-15,Rajasthan,Rajasthan City 3,4G,97.86,49.61,25.37,30.4,0.78,129
AIR105682,2025-07-15,Delhi,Delhi City 3,5G,99.38,112.81,72.34,32.2,0.46,5
AIR105683,2025-08-15,Kerala,Kerala City 1,5G,98.37,149.04,73.42,13.6,0.89,66
AIR105684,2025-09-15,Telangana,Telangana City 3,4G,99.04,67.63,15.91,40,0.97,95
AIR105685,2025-10-15,Kerala,Kerala City 3,4G,98.33,43.15,17.78,45.6,1.44,78
AIR105686,2025-11-15,Delhi,Delhi City 2,4G,98.58,49.81,17.77,31.8,0.47,88
AIR105687,2025-12-15,Karnataka,Karnataka City 2,5G,99.11,117.07,82.04,19,0.46,5
AIR105688,2025-02-15,Karnataka,Karnataka City 2,4G,97.38,53.32,19.37,23.9,1.36,81
AIR105689,2025-03-15,Delhi,Delhi City 1,4G,98.54,57.34,13.37,43.3,1.33,90
AIR105690,2025-04-15,Uttar Pradesh,Uttar Pradesh City 1,4G,97.92,50.67,26.59,39.2,1.1,110
AIR105691,2025-05-15,Uttar Pradesh,Uttar Pradesh City 1,5G,99.82,172.28,68.04,22.4,0.55,69
AIR105692,2025-06-15,Rajasthan,Rajasthan City 2,4G,99.11,57.34,24.26,60.2,0.74,81
AIR105693,2025-07-15,West Bengal,West Bengal City 3,4G,97.84,56.2,21.3,27.1,0.78,73
AIR105694,2025-08-15,Maharashtra,Maharashtra City 2,4G,98.14,44.04,9.71,31.9,0.55,57
AIR105695,2025-09-15,Rajasthan,Rajasthan City 1,4G,98.4,52.28,29.51,36.5,1.57,59
AIR105696,2025-10-15,Kerala,Kerala City 2,4G,98.38,41.65,19.84,34.7,1,19
AIR105697,2025-11-15,Maharashtra,Maharashtra City 3,5G,100,149.44,55,18.2,0.17,42
AIR105698,2025-12-15,Kerala,Kerala City 1,5G,98.62,106.27,120,16.4,0.06,68
AIR105699,2025-02-15,Uttar Pradesh,Uttar Pradesh City 3,4G,96.7,28.12,7.95,28.8,1.02,84
AIR105700,2025-03-15,Delhi,Delhi City 3,5G,99.68,190.56,83.26,28.3,0.72,116
AIR105701,2025-04-15,West Bengal,West Bengal City 1,4G,99.73,36.22,17.1,43.7,1.15,60
AIR105702,2025-05-15,Kerala,Kerala City 3,4G,98.53,52.25,23.1,25.5,1.71,55
AIR105703,2025-06-15,Uttar Pradesh,Uttar Pradesh City 2,5G,99.78,158.67,81.58,24.8,0.78,64
AIR105704,2025-07-15,West Bengal,West Bengal City 3,4G,97.24,42.71,10.01,48.3,1.41,87
AIR105705,2025-08-15,Rajasthan,Rajasthan City 3,4G,98.09,59.01,13.77,36.4,0.94,41
AIR105706,2025-09-15,Delhi,Delhi City 3,5G,99.04,176.86,73.29,17.4,0.64,89
AIR105707,2025-10-15,Telangana,Telangana City 2,4G,99.08,40.31,18.83,50.5,0.89,55
AIR105708,2025-11-15,Karnataka,Karnataka City 3,5G,99.83,144.91,70.95,23.1,0.36,88
AIR105709,2025-12-15,Gujarat,Gujarat City 3,5G,99.03,136.7,50.36,10.6,0.76,91
AIR105710,2025-02-15,West Bengal,West Bengal City 2,4G,98.79,41.57,8.65,38.8,0.48,33
AIR105711,2025-03-15,Telangana,Telangana City 1,4G,96.56,42.7,25.19,47,0.99,106
AIR105712,2025-04-15,Telangana,Telangana City 1,4G,98.13,75.48,14.47,23.7,1.12,61
AIR105713,2025-05-15,West Bengal,West Bengal City 1,4G,98.45,34.26,17.59,46.4,1.8,50
AIR105714,2025-06-15,Telangana,Telangana City 3,4G,99.14,60.27,26.65,32.1,1.32,70
AIR105715,2025-07-15,Kerala,Kerala City 1,5G,99.2,157.45,74.32,20.4,0.43,75
AIR105716,2025-08-15,Telangana,Telangana City 2,4G,99.21,40.93,26.18,39.2,1.71,57
AIR105717,2025-09-15,Uttar Pradesh,Uttar Pradesh City 3,4G,99.32,52.71,11.01,49.5,0.71,83
AIR105718,2025-10-15,Maharashtra,Maharashtra City 3,4G,98.14,51.71,24.73,24.9,0.91,74
AIR105719,2025-11-15,Kerala,Kerala City 3,4G,97.13,36.43,18.66,32,0.78,91
AIR105720,2025-12-15,Telangana,Telangana City 1,5G,98.81,163.63,84.08,6.7,0.82,60
AIR105721,2025-02-15,Rajasthan,Rajasthan City 1,4G,98.88,32.6,17.86,23.7,0.8,35
AIR105722,2025-03-15,Karnataka,Karnataka City 1,5G,99.28,136.82,75.33,26.3,0.42,83
AIR105723,2025-04-15,Delhi,Delhi City 3,4G,98.26,34.95,8.2,37,1.2,71
AIR105724,2025-05-15,Telangana,Telangana City 2,4G,98.75,35.15,29.96,39.3,1.45,6
AIR105725,2025-06-15,Tamil Nadu,Tamil Nadu City 3,4G,99.43,57.35,21.78,25.3,1.53,71
AIR105726,2025-07-15,Karnataka,Karnataka City 2,4G,97.08,42.74,12.56,53.6,0.93,69
AIR105727,2025-08-15,Rajasthan,Rajasthan City 3,4G,99.18,53.46,24.12,31.7,1.19,69
AIR105728,2025-09-15,Uttar Pradesh,Uttar Pradesh City 2,4G,98.15,36.21,12.87,34.8,1.16,34
AIR105729,2025-10-15,Telangana,Telangana City 3,5G,99.21,118.96,95.12,31.2,0.55,84
AIR105730,2025-11-15,Uttar Pradesh,Uttar Pradesh City 3,4G,99.2,51.5,17.32,54.9,0.75,106
AIR105731,2025-12-15,Telangana,Telangana City 2,5G,99.44,217.19,61.03,22.2,0.47,127
AIR105732,2025-02-15,Gujarat,Gujarat City 2,4G,98.63,39.34,12.82,43.8,1.14,76
AIR105733,2025-03-15,Maharashtra,Maharashtra City 2,4G,97.65,50.14,18.48,22,1.13,125
AIR105734,2025-04-15,Uttar Pradesh,Uttar Pradesh City 2,4G,98.03,40.42,17.44,33.8,1.11,122
AIR105735,2025-05-15,Maharashtra,Maharashtra City 2,4G,99.38,63.18,22.94,52,0.89,91
AIR105736,2025-06-15,Karnataka,Karnataka City 2,5G,99.42,124.37,58.94,14.5,0.57,32
AIR105737,2025-07-15,Gujarat,Gujarat City 2,4G,99.23,38.89,6.78,38.5,0.93,57
AIR105738,2025-08-15,Delhi,Delhi City 2,4G,96.56,44.18,13.33,25.3,1.37,59
AIR105739,2025-09-15,Kerala,Kerala City 3,4G,99.26,66.03,20.61,29.4,0.56,100
AIR105740,2025-10-15,Maharashtra,Maharashtra City 2,4G,97.38,50.38,23.51,47,0.97,97
AIR105741,2025-11-15,Gujarat,Gujarat City 2,5G,98.81,170.29,38.15,19.6,0.15,5
AIR105742,2025-12-15,Maharashtra,Maharashtra City 3,4G,97.83,52.47,16.32,52.9,1.09,91
AIR105743,2025-02-15,West Bengal,West Bengal City 3,5G,99.61,117.35,85.32,23.7,0.51,82
AIR105744,2025-03-15,Rajasthan,Rajasthan City 1,4G,98.51,37.9,16.66,34.2,1.15,96
AIR105745,2025-04-15,Delhi,Delhi City 1,5G,99.02,211.51,73.29,14.3,0.63,103
AIR105746,2025-05-15,Rajasthan,Rajasthan City 2,5G,98.74,166.37,62.43,24.9,0.51,92
AIR105747,2025-06-15,Telangana,Telangana City 2,4G,98.51,56.68,23.06,53.9,1.35,41
AIR105748,2025-07-15,Maharashtra,Maharashtra City 1,4G,97.96,38.9,16.12,38.6,0.78,93
AIR105749,2025-08-15,Telangana,Telangana City 1,5G,98.87,115.52,76.24,10.9,0.55,46
AIR105750,2025-09-15,Tamil Nadu,Tamil Nadu City 2,4G,98.55,32.7,17.48,37.1,0.83,69
AIR105751,2025-10-15,Maharashtra,Maharashtra City 1,5G,98.29,151.76,82.95,13.4,0.72,5
AIR105752,2025-11-15,Gujarat,Gujarat City 2,4G,98.63,51.4,20.89,44.8,0.73,67
AIR105753,2025-12-15,Delhi,Delhi City 3,4G,98.38,56.21,19.43,38.1,1.03,66
AIR105754,2025-02-15,Telangana,Telangana City 3,5G,99.9,183.54,66.69,31.9,0.63,50
AIR105755,2025-03-15,Maharashtra,Maharashtra City 1,4G,99.41,67.8,11.27,49.1,1.28,104
AIR105756,2025-04-15,Tamil Nadu,Tamil Nadu City 3,4G,99.45,41.44,9.56,32.1,0.73,118
AIR105757,2025-05-15,Rajasthan,Rajasthan City 3,4G,95.63,60.57,20.92,50.3,1.6,85
AIR105758,2025-06-15,Gujarat,Gujarat City 3,4G,97.51,33.69,9.28,26.6,0.98,77
AIR105759,2025-07-15,West Bengal,West Bengal City 3,5G,98.7,160.35,78.16,15.3,0.72,121
AIR105760,2025-08-15,Maharashtra,Maharashtra City 2,5G,99.24,137.45,65.54,18.5,0.71,112
AIR105761,2025-09-15,West Bengal,West Bengal City 2,5G,98.58,238.65,55.79,17.3,0.46,30
AIR105762,2025-10-15,Karnataka,Karnataka City 1,4G,98.98,37.5,20.46,29.3,1.33,95
AIR105763,2025-11-15,Delhi,Delhi City 3,4G,97.66,28.9,24.09,40.2,1.37,55
AIR105764,2025-12-15,Maharashtra,Maharashtra City 3,5G,99.51,118.85,71.15,28.2,0.99,91
AIR105765,2025-02-15,Uttar Pradesh,Uttar Pradesh City 3,4G,97.57,54.9,20.88,50.2,1.19,72
AIR105766,2025-03-15,Tamil Nadu,Tamil Nadu City 1,4G,98.31,28.56,10.93,32.1,1.33,88
AIR105767,2025-04-15,Telangana,Telangana City 2,5G,98.41,100.73,83.77,10.8,0.51,48
AIR105768,2025-05-15,Uttar Pradesh,Uttar Pradesh City 3,4G,97.67,73.38,16.96,22.7,0.91,48
AIR105769,2025-06-15,Karnataka,Karnataka City 2,4G,96.8,25.46,23.25,55.9,1.5,46
AIR105770,2025-07-15,Delhi,Delhi City 1,4G,99.09,13.66,22.4,41.4,1.07,13
AIR105771,2025-08-15,Rajasthan,Rajasthan City 2,4G,98.29,24.66,22.46,42.2,1.32,74
AIR105772,2025-09-15,Gujarat,Gujarat City 3,4G,98.1,63.12,21.11,40.3,0.98,33
AIR105773,2025-10-15,West Bengal,West Bengal City 2,5G,99.78,169.43,61.13,10.8,0.45,51
AIR105774,2025-11-15,Karnataka,Karnataka City 2,4G,98.05,36.25,24.85,45.1,1.27,5
AIR105775,2025-12-15,Telangana,Telangana City 1,4G,99.05,37.27,30.55,38.3,1.08,119
AIR105776,2025-02-15,Gujarat,Gujarat City 1,5G,99.42,202.18,59.2,13.2,0.71,54
AIR105777,2025-03-15,Rajasthan,Rajasthan City 1,4G,97.89,58.89,19.33,22.8,0.86,121
AIR105778,2025-04-15,Telangana,Telangana City 1,4G,96.8,58.97,29.95,50.7,0.91,105
AIR105779,2025-05-15,Tamil Nadu,Tamil Nadu City 2,4G,97.76,56.85,22.28,32.2,1.05,122
AIR105780,2025-06-15,West Bengal,West Bengal City 2,5G,99.44,143.95,75.25,14.4,0.98,59
AIR105781,2025-07-15,Uttar Pradesh,Uttar Pradesh City 1,4G,98.5,44.22,8.17,66,0.67,70
AIR105782,2025-08-15,Maharashtra,Maharashtra City 1,4G,98.62,32.43,5.93,15.9,0.63,93
AIR105783,2025-09-15,Karnataka,Karnataka City 3,4G,98.77,62.1,13.76,46.8,0.61,110
AIR105784,2025-10-15,Maharashtra,Maharashtra City 3,4G,98.09,51.72,24.38,37.9,1.55,67
AIR105785,2025-11-15,Gujarat,Gujarat City 1,4G,97.48,46.34,16.84,24,0.81,100
AIR105786,2025-12-15,Maharashtra,Maharashtra City 2,4G,98.05,31.25,13.83,34.6,0.34,90
AIR105787,2025-02-15,Uttar Pradesh,Uttar Pradesh City 1,4G,97.45,17.77,7.19,31.4,1.8,56
AIR105788,2025-03-15,Kerala,Kerala City 2,4G,96.75,30.33,18.68,30.8,1.7,98
AIR105789,2025-04-15,Gujarat,Gujarat City 2,4G,98.53,51.27,20.57,41.9,1.65,46
AIR105790,2025-05-15,West Bengal,West Bengal City 3,4G,96.65,36.82,29.92,32.9,1.09,52
AIR105791,2025-06-15,Telangana,Telangana City 1,4G,97.32,63.04,12.76,38.8,1.39,104
AIR105792,2025-07-15,West Bengal,West Bengal City 1,5G,99.65,160.44,92.3,20.1,0.93,88
AIR105793,2025-08-15,Maharashtra,Maharashtra City 2,5G,99.42,168.42,50.55,31.1,0.73,5
AIR105794,2025-09-15,Delhi,Delhi City 1,5G,99.15,128.52,65.25,13,0.39,105
AIR105795,2025-10-15,Gujarat,Gujarat City 3,4G,96.54,19.72,23.37,37.1,0.96,81
AIR105796,2025-11-15,Telangana,Telangana City 3,4G,98.07,56.71,15.38,40,1.1,5
AIR105797,2025-12-15,Rajasthan,Rajasthan City 1,4G,98.12,41.27,32.06,40.3,1.61,72
AIR105798,2025-02-15,Tamil Nadu,Tamil Nadu City 1,4G,97.43,9.17,11.13,42.4,0.68,82
AIR105799,2025-03-15,West Bengal,West Bengal City 3,4G,98,40.7,25.86,40.4,1.17,32
AIR105800,2025-04-15,West Bengal,West Bengal City 1,4G,97.58,57.85,30.45,43.7,1.15,34
AIR105801,2025-05-15,Gujarat,Gujarat City 2,4G,98.47,33.27,18.74,36.3,1.25,82
AIR105802,2025-06-15,Delhi,Delhi City 1,4G,97.6,26.03,21.95,25.1,0.4,91
AIR105803,2025-07-15,Maharashtra,Maharashtra City 2,4G,97.61,25.81,21.3,34,0.52,72
AIR105804,2025-08-15,Maharashtra,Maharashtra City 1,4G,98.83,40.14,18.89,33,0.75,48
AIR105805,2025-09-15,Gujarat,Gujarat City 1,4G,98.03,54.47,11.02,28.5,1.26,102
AIR105806,2025-10-15,West Bengal,West Bengal City 3,4G,97.72,49.02,22.86,33.9,1.3,5
AIR105807,2025-11-15,Telangana,Telangana City 2,5G,99.25,135.35,48.48,19.8,0.85,29
AIR105808,2025-12-15,Tamil Nadu,Tamil Nadu City 3,4G,98.47,36.96,25.48,35.2,0.88,39
AIR105809,2025-02-15,Gujarat,Gujarat City 1,4G,96.84,52.91,28.03,31.1,0.86,144
AIR105810,2025-03-15,Telangana,Telangana City 3,5G,99.36,100.8,60.45,17.5,0.12,72
AIR105811,2025-04-15,Telangana,Telangana City 1,4G,98.11,39.63,20.52,25.1,1.14,102
AIR105812,2025-05-15,Rajasthan,Rajasthan City 1,4G,98.9,26.01,29.85,42.9,0.57,36
AIR105813,2025-06-15,Uttar Pradesh,Uttar Pradesh City 1,4G,96.47,43.51,13.39,44.6,0.49,106
AIR105814,2025-07-15,Kerala,Kerala City 2,4G,97.19,47.75,19.49,44.2,1.02,31
AIR105815,2025-08-15,Tamil Nadu,Tamil Nadu City 2,4G,99.29,65.72,19.97,51.7,0.83,119
AIR105816,2025-09-15,Karnataka,Karnataka City 2,4G,97.55,45.93,23.81,23.6,1.45,14
AIR105817,2025-10-15,Delhi,Delhi City 3,4G,97.55,48.4,19.6,46.5,1.02,39
AIR105818,2025-11-15,Kerala,Kerala City 1,5G,98.26,197.41,73.63,22,0.79,52
AIR105819,2025-12-15,Rajasthan,Rajasthan City 3,4G,98.63,39.23,11.36,26.9,1.11,122
AIR105820,2025-02-15,Tamil Nadu,Tamil Nadu City 3,4G,96.85,46.15,23.98,38.4,1.43,49
AIR105821,2025-03-15,Maharashtra,Maharashtra City 1,4G,98.11,65.91,13.75,38.4,1.93,99
AIR105822,2025-04-15,Kerala,Kerala City 3,4G,98.56,40.43,24.74,38.3,1.45,115
AIR105823,2025-05-15,Maharashtra,Maharashtra City 1,5G,99.37,120.42,64.33,17,0.58,110
AIR105824,2025-06-15,Delhi,Delhi City 1,4G,98.37,51.21,10.72,33.3,1.13,76
AIR105825,2025-07-15,Maharashtra,Maharashtra City 1,5G,98.67,122.2,80.24,29.6,0.36,45
AIR105826,2025-08-15,Delhi,Delhi City 1,4G,99.07,55.63,23.33,38,1.29,65
AIR105827,2025-09-15,Tamil Nadu,Tamil Nadu City 3,5G,100,141.74,93.28,26.6,0.68,77
AIR105828,2025-10-15,West Bengal,West Bengal City 3,4G,97.05,65.71,20,53.5,1.24,73
AIR105829,2025-11-15,Delhi,Delhi City 3,4G,97.78,48.16,10.66,35.1,1.44,65
AIR105830,2025-12-15,Telangana,Telangana City 2,5G,98.46,218.37,77.2,18.7,0.55,94
AIR105831,2025-02-15,Karnataka,Karnataka City 3,5G,99.88,99.77,61.68,17.8,1.04,105
AIR105832,2025-03-15,Karnataka,Karnataka City 3,4G,98.76,50.85,17.5,32.4,0.92,135
AIR105833,2025-04-15,Gujarat,Gujarat City 2,5G,98.9,147.93,80.11,17.7,0.76,105
AIR105834,2025-05-15,Karnataka,Karnataka City 1,4G,99.01,44.89,6.75,31.3,0.97,101
AIR105835,2025-06-15,Gujarat,Gujarat City 1,4G,96.52,41.7,24.88,17.5,0.79,61
AIR105836,2025-07-15,Karnataka,Karnataka City 1,4G,98.45,61.51,21.06,43.8,1.09,59
AIR105837,2025-08-15,Delhi,Delhi City 2,5G,98.79,87.84,87.52,16.6,0.8,78
AIR105838,2025-09-15,Telangana,Telangana City 3,5G,99.31,110.02,50.76,24.7,0.79,94
AIR105839,2025-10-15,West Bengal,West Bengal City 3,4G,99.02,50.09,19.24,36.4,0.46,86
AIR105840,2025-11-15,Maharashtra,Maharashtra City 3,4G,97.3,48.65,16.1,37.6,0.98,66
AIR105841,2025-12-15,Rajasthan,Rajasthan City 3,4G,98.39,31.86,10.06,52.4,1.79,117
AIR105842,2025-02-15,Karnataka,Karnataka City 2,4G,98.41,64.05,29.11,49.6,1.41,143
AIR105843,2025-03-15,West Bengal,West Bengal City 3,4G,98.4,28.99,12.7,48.3,1.47,23
AIR105844,2025-04-15,West Bengal,West Bengal City 1,4G,99.33,28.67,9.25,46.3,1.04,102
AIR105845,2025-05-15,Delhi,Delhi City 2,4G,98.17,66.37,24.06,32.6,0.98,17
AIR105846,2025-06-15,Tamil Nadu,Tamil Nadu City 2,4G,98.56,44.19,16.76,56.2,1.1,25
AIR105847,2025-07-15,Tamil Nadu,Tamil Nadu City 1,4G,99.03,47.69,13.92,39.5,0.74,72
AIR105848,2025-08-15,Karnataka,Karnataka City 1,5G,98.97,172.99,66.21,21.9,0.54,160
AIR105849,2025-09-15,Rajasthan,Rajasthan City 3,4G,98.07,41.46,23.54,18.4,1.05,60
AIR105850,2025-10-15,Karnataka,Karnataka City 1,4G,97.18,58.23,2,38.5,0.57,5
AIR105851,2025-11-15,Karnataka,Karnataka City 2,4G,98.65,52.24,21.98,34.8,1.05,163
AIR105852,2025-12-15,Gujarat,Gujarat City 2,4G,98.29,51.37,16.79,14.8,0.57,80
AIR105853,2025-02-15,Telangana,Telangana City 2,4G,98.79,30.71,23.66,47.1,1.44,72
AIR105854,2025-03-15,Telangana,Telangana City 3,4G,98.14,42.64,24.55,45.2,0.51,99
AIR105855,2025-04-15,Rajasthan,Rajasthan City 3,5G,99.6,146.09,60.86,19.4,0.56,17
AIR105856,2025-05-15,Gujarat,Gujarat City 1,4G,98.49,21.62,30.29,31.3,1.02,124
AIR105857,2025-06-15,West Bengal,West Bengal City 3,4G,99.35,34.35,7.63,49.8,0.67,58
AIR105858,2025-07-15,Gujarat,Gujarat City 3,4G,98.67,54.22,6.29,48.4,0.7,69
AIR105859,2025-08-15,Karnataka,Karnataka City 2,4G,97.06,31.74,18.78,21.6,0.86,98
AIR105860,2025-09-15,Tamil Nadu,Tamil Nadu City 2,5G,99.7,93.6,68.15,19.6,0.43,28
AIR105861,2025-10-15,Kerala,Kerala City 1,5G,99.43,132.88,53.51,22.2,0.72,63
AIR105862,2025-11-15,Rajasthan,Rajasthan City 2,4G,97.67,50.9,2.18,29.7,0.97,26
AIR105863,2025-12-15,West Bengal,West Bengal City 3,4G,97.81,53.96,16.77,42.2,0.59,17
AIR105864,2025-02-15,Delhi,Delhi City 1,5G,99.01,139.05,29.91,26,0.41,84
AIR105865,2025-03-15,Kerala,Kerala City 1,4G,98.13,50.83,11.48,44.6,0.62,97
AIR105866,2025-04-15,Kerala,Kerala City 2,5G,99.04,138.29,60.94,16.8,0.77,111
AIR105867,2025-05-15,Gujarat,Gujarat City 2,5G,99.43,131.34,32.99,6.8,0.85,86
AIR105868,2025-06-15,Maharashtra,Maharashtra City 2,4G,98.21,40.37,8.34,52.5,1.31,5
AIR105869,2025-07-15,Kerala,Kerala City 1,5G,99.24,145.67,84.01,21.1,0.76,61
