Customer_ID,Usage_Date,State,City,Network_Type,Customer_Segment,Tenure_Years,Data_Usage_GB,Voice_Usage_Min,Customer_Satisfaction,NPS_Score
AIR105958,2025-08-15,Karnataka,Karnataka City 1,4G,Postpaid,4.7,6.98,546,3.26,16
AIR105959,2025-09-15,Kerala,Kerala City 1,4G,Postpaid,4.5,33.05,377,3.74,16
AIR105960,2025-10-15,Uttar Pradesh,Uttar Pradesh City 3,5G,Prepaid,2.9,12.54,489,3.62,15
AIR105961,2025-11-15,Rajasthan,Rajasthan City 3,4G,Prepaid,4.4,23.68,20,3.99,36
AIR105962,2025-12-15,Uttar Pradesh,Uttar Pradesh City 1,4G,Prepaid,4.3,33.76,698,4.12,35
AIR105963,2025-02-15,Maharashtra,Maharashtra City 3,4G,Postpaid,4.6,2.13,540,3.72,15
AIR105964,2025-03-15,West Bengal,West Bengal City 1,5G,Prepaid,1.5,31.5,330,4.49,69
AIR105965,2025-04-15,Maharashtra,Maharashtra City 3,4G,Broadband,4.1,9.2,804,4.02,52
AIR105966,2025-05-15,Gujarat,Gujarat City 2,5G,Prepaid,0.7,69.41,291,3.76,33
AIR105967,2025-06-15,Delhi,Delhi City 1,4G,Postpaid,4.9,24.08,914,3.61,10
AIR105968,2025-07-15,West Bengal,West Bengal City 2,4G,Postpaid,0.9,18.19,350,4.32,64
AIR105969,2025-08-15,Gujarat,Gujarat City 3,5G,Postpaid,5.7,54.93,544,3.65,27
AIR105970,2025-09-15,West Bengal,West Bengal City 2,5G,Prepaid,3.8,28.09,455,3.61,12
AIR105971,2025-10-15,Tamil Nadu,Tamil Nadu City 3,5G,Broadband,1.2,56.35,347,3.91,38
AIR105972,2025-11-15,Gujarat,Gujarat City 2,5G,Prepaid,3.4,40.07,677,4.06,51
AIR105973,2025-12-15,Tamil Nadu,Tamil Nadu City 2,5G,Postpaid,2.3,39.89,209,3.9,34
AIR105974,2025-02-15,Tamil Nadu,Tamil Nadu City 2,5G,Postpaid,5.4,39.29,337,3.97,23
AIR105975,2025-03-15,West Bengal,West Bengal City 1,5G,Prepaid,1,27.4,585,3.13,18
AIR105976,2025-04-15,Telangana,Telangana City 2,4G,Postpaid,5.6,23.12,351,3.54,16
AIR105977,2025-05-15,Maharashtra,Maharashtra City 3,4G,Postpaid,2.9,20.38,272,3.28,7
AIR105978,2025-06-15,Gujarat,Gujarat City 3,4G,Broadband,5.8,13.63,592,3.11,11
AIR105979,2025-07-15,Rajasthan,Rajasthan City 1,5G,Broadband,3.9,58.92,469,4.38,72
AIR105980,2025-08-15,Telangana,Telangana City 1,4G,Prepaid,4.9,14.46,770,3.87,26
AIR105981,2025-09-15,Maharashtra,Maharashtra City 3,5G,Prepaid,6,46.02,575,3.67,42
AIR105982,2025-10-15,Gujarat,Gujarat City 2,4G,Prepaid,0.8,23.11,568,3.09,8
AIR105983,2025-11-15,Delhi,Delhi City 3,4G,Enterprise,3.9,6.95,596,3.86,26
AIR105984,2025-12-15,Maharashtra,Maharashtra City 1,4G,Prepaid,4.2,28.4,496,3.93,31
AIR105985,2025-02-15,Rajasthan,Rajasthan City 1,4G,Postpaid,2.6,24.1,690,3.94,38
AIR105986,2025-03-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Postpaid,5.6,25.33,510,4.1,48
AIR105987,2025-04-15,Karnataka,Karnataka City 2,4G,Postpaid,4.4,2.52,529,2.93,8
AIR105988,2025-05-15,Tamil Nadu,Tamil Nadu City 2,5G,Prepaid,5.5,28.68,401,3.38,17
AIR105989,2025-06-15,Karnataka,Karnataka City 1,4G,Prepaid,0.9,24.7,601,4.53,54
AIR105990,2025-07-15,Telangana,Telangana City 3,4G,Prepaid,5.7,25.11,451,3.28,5
AIR105991,2025-08-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,1.8,4.68,355,3.5,26
AIR105992,2025-09-15,Tamil Nadu,Tamil Nadu City 1,5G,Prepaid,1.7,46.83,270,4.54,57
AIR105993,2025-10-15,Gujarat,Gujarat City 3,4G,Prepaid,2.9,19.72,157,3.44,29
AIR105994,2025-11-15,Telangana,Telangana City 1,4G,Postpaid,3,19.72,494,3.46,-6
AIR105995,2025-12-15,Rajasthan,Rajasthan City 2,4G,Prepaid,6.2,33.92,141,3.62,3
AIR105996,2025-02-15,West Bengal,West Bengal City 2,4G,Prepaid,1.6,18.22,457,4.06,30
AIR105997,2025-03-15,Gujarat,Gujarat City 3,5G,Prepaid,6.1,41.59,665,3.84,31
AIR105998,2025-04-15,Maharashtra,Maharashtra City 2,5G,Prepaid,0.5,37.1,636,4.19,55
AIR105999,2025-05-15,West Bengal,West Bengal City 2,4G,Prepaid,5.4,7.21,475,3.62,10
AIR106000,2025-06-15,Telangana,Telangana City 1,4G,Prepaid,1.8,23.95,482,3.35,3
AIR106001,2025-07-15,Maharashtra,Maharashtra City 1,4G,Postpaid,1.2,18.58,500,3.32,-11
AIR106002,2025-08-15,Rajasthan,Rajasthan City 3,4G,Prepaid,5.5,14.01,1000,3.4,24
AIR106003,2025-09-15,Karnataka,Karnataka City 1,5G,Broadband,2.4,55.92,654,4.08,26
AIR106004,2025-10-15,Maharashtra,Maharashtra City 3,4G,Prepaid,5.2,1,20,4.11,46
AIR106005,2025-11-15,Karnataka,Karnataka City 3,4G,Broadband,5.2,13.31,775,3.71,35
AIR106006,2025-12-15,Tamil Nadu,Tamil Nadu City 1,4G,Broadband,3.1,8.83,598,2.82,-6
AIR106007,2025-02-15,Delhi,Delhi City 2,5G,Postpaid,0.3,26.97,461,4.05,40
AIR106008,2025-03-15,Kerala,Kerala City 2,5G,Broadband,0.5,48.55,465,3.95,49
AIR106009,2025-04-15,Gujarat,Gujarat City 2,5G,Prepaid,5.9,54.86,430,3.65,3
AIR106010,2025-05-15,Kerala,Kerala City 2,4G,Prepaid,3.7,15.67,353,3.52,12
AIR106011,2025-06-15,Tamil Nadu,Tamil Nadu City 3,4G,Prepaid,4.2,15.27,426,3.3,15
AIR106012,2025-07-15,Maharashtra,Maharashtra City 2,4G,Prepaid,2.5,10.67,378,3.36,22
AIR106013,2025-08-15,Tamil Nadu,Tamil Nadu City 3,4G,Prepaid,5.3,16.28,215,3.04,10
AIR106014,2025-09-15,Kerala,Kerala City 1,4G,Postpaid,4.4,5.88,476,3.34,12
AIR106015,2025-10-15,Kerala,Kerala City 1,4G,Prepaid,4.1,34.79,389,3.08,-9
AIR106016,2025-11-15,Gujarat,Gujarat City 3,4G,Prepaid,5.2,24.3,478,4.04,39
AIR106017,2025-12-15,West Bengal,West Bengal City 2,5G,Prepaid,1.7,29.77,509,4.37,42
AIR106018,2025-02-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Postpaid,3.1,24.58,598,3.4,9
AIR106019,2025-03-15,Tamil Nadu,Tamil Nadu City 2,4G,Enterprise,1.5,20.23,378,3.21,-7
AIR106020,2025-04-15,Delhi,Delhi City 2,4G,Postpaid,1.4,4.01,229,3.24,5
AIR106021,2025-05-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,3.6,11.94,497,3.2,-2
AIR106022,2025-06-15,Tamil Nadu,Tamil Nadu City 3,4G,Prepaid,0.6,23.91,561,4.03,33
AIR106023,2025-07-15,Rajasthan,Rajasthan City 2,4G,Postpaid,1.7,13.32,497,3.47,10
AIR106024,2025-08-15,Telangana,Telangana City 3,4G,Prepaid,4.7,12.13,272,3.19,8
AIR106025,2025-09-15,Telangana,Telangana City 2,4G,Enterprise,2.7,15.85,306,3.41,26
AIR106026,2025-10-15,Kerala,Kerala City 3,4G,Prepaid,5.8,42.16,412,3.3,12
AIR106027,2025-11-15,Telangana,Telangana City 1,4G,Prepaid,5.9,13.11,571,3.06,1
AIR106028,2025-12-15,Karnataka,Karnataka City 2,4G,Enterprise,3.5,20.23,350,3.5,14
AIR106029,2025-02-15,Delhi,Delhi City 1,4G,Broadband,0.8,12.15,636,3.27,15
AIR106030,2025-03-15,Telangana,Telangana City 3,4G,Postpaid,0.4,19.51,440,4.01,37
AIR106031,2025-04-15,Maharashtra,Maharashtra City 1,5G,Prepaid,4.9,35.64,661,4.75,59
AIR106032,2025-05-15,Karnataka,Karnataka City 3,4G,Postpaid,2.7,18.39,439,3.44,25
AIR106033,2025-06-15,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,6.4,1,551,3.45,24
AIR106034,2025-07-15,Karnataka,Karnataka City 3,5G,Prepaid,6,40.15,681,3.97,22
AIR106035,2025-08-15,Tamil Nadu,Tamil Nadu City 3,5G,Prepaid,3.5,18.8,425,4.14,45
AIR106036,2025-09-15,Kerala,Kerala City 2,5G,Postpaid,2.7,50.17,177,3.76,31
AIR106037,2025-10-15,Gujarat,Gujarat City 3,5G,Postpaid,2.4,38.31,308,3.85,33
AIR106038,2025-11-15,Gujarat,Gujarat City 2,4G,Prepaid,3.4,19.31,467,3.1,4
AIR106039,2025-12-15,Rajasthan,Rajasthan City 3,4G,Broadband,4.4,26.69,463,3.11,1
AIR106040,2025-02-15,Delhi,Delhi City 2,4G,Prepaid,4.7,12.71,20,3.88,15
AIR106041,2025-03-15,Tamil Nadu,Tamil Nadu City 1,5G,Prepaid,0.9,54.3,570,4.77,58
AIR106042,2025-04-15,Gujarat,Gujarat City 3,4G,Postpaid,3.7,1,542,3.3,20
AIR106043,2025-05-15,Kerala,Kerala City 3,5G,Broadband,3.4,26.22,359,4.06,33
AIR106044,2025-06-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Enterprise,2.4,4.19,554,3.27,11
AIR106045,2025-07-15,Gujarat,Gujarat City 2,4G,Postpaid,4.7,16.98,562,3.25,0
AIR106046,2025-08-15,Maharashtra,Maharashtra City 3,5G,Prepaid,1.3,34.01,217,4.37,72
AIR106047,2025-09-15,Karnataka,Karnataka City 2,5G,Enterprise,3.2,19.43,580,4.5,69
AIR106048,2025-10-15,Gujarat,Gujarat City 3,5G,Broadband,2.3,41.48,536,2.84,-14
AIR106049,2025-11-15,Tamil Nadu,Tamil Nadu City 1,5G,Prepaid,1.4,26.08,227,3.85,21
AIR106050,2025-12-15,Telangana,Telangana City 3,4G,Postpaid,4.1,22.03,414,3.47,23
AIR106051,2025-02-15,Telangana,Telangana City 1,4G,Postpaid,1.6,17.55,470,3.04,2
AIR106052,2025-03-15,Uttar Pradesh,Uttar Pradesh City 2,5G,Prepaid,3.8,47.1,267,3.29,7
AIR106053,2025-04-15,Telangana,Telangana City 1,4G,Enterprise,0.3,21.91,234,3.25,10
AIR106054,2025-05-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,2.5,20.78,233,3.52,28
AIR106055,2025-06-15,Tamil Nadu,Tamil Nadu City 3,4G,Postpaid,4.4,24.27,283,3.68,36
AIR106056,2025-07-15,Delhi,Delhi City 2,4G,Prepaid,6,7.36,493,4.29,41
AIR106057,2025-08-15,Telangana,Telangana City 3,4G,Postpaid,4.2,12.97,541,3.52,29
AIR106058,2025-09-15,Rajasthan,Rajasthan City 3,5G,Postpaid,2.7,2.75,348,3.75,38
AIR106059,2025-10-15,Kerala,Kerala City 2,4G,Prepaid,4.9,25.24,691,3.52,39
AIR106060,2025-11-15,Karnataka,Karnataka City 2,4G,Prepaid,4.5,23.07,390,3.95,37
AIR106061,2025-12-15,Telangana,Telangana City 1,5G,Enterprise,6.6,1,805,3.33,10
AIR106062,2025-02-15,Uttar Pradesh,Uttar Pradesh City 2,4G,Postpaid,3.2,5.57,556,3.66,32
AIR106063,2025-03-15,Tamil Nadu,Tamil Nadu City 3,5G,Postpaid,3.8,38.86,403,4.17,49
AIR106064,2025-04-15,Telangana,Telangana City 2,4G,Prepaid,4.4,26.43,963,3.02,0
AIR106065,2025-05-15,Gujarat,Gujarat City 3,5G,Prepaid,5,61.93,261,3.57,21
AIR106066,2025-06-15,Telangana,Telangana City 1,4G,Postpaid,2.1,14.31,346,4.67,71
AIR106067,2025-07-15,Uttar Pradesh,Uttar Pradesh City 2,4G,Broadband,3.7,19.41,238,3.82,12
AIR106068,2025-08-15,Maharashtra,Maharashtra City 3,5G,Prepaid,1.2,48.68,398,3.85,40
AIR106069,2025-09-15,Maharashtra,Maharashtra City 2,5G,Postpaid,3.3,27.93,670,4.23,34
AIR106070,2025-10-15,Telangana,Telangana City 2,4G,Prepaid,3.4,18.04,425,2.97,-4
AIR106071,2025-11-15,Karnataka,Karnataka City 2,5G,Prepaid,4.2,44.98,147,4.64,57
AIR106072,2025-12-15,Tamil Nadu,Tamil Nadu City 2,4G,Postpaid,6,22.71,757,3.25,11
AIR106073,2025-02-15,Rajasthan,Rajasthan City 1,5G,Prepaid,2.7,36.21,380,4.31,56
AIR106074,2025-03-15,Rajasthan,Rajasthan City 3,4G,Prepaid,1.6,30.24,519,3.31,22
AIR106075,2025-04-15,Telangana,Telangana City 2,4G,Postpaid,3.2,11.99,680,2.78,-2
AIR106076,2025-05-15,Telangana,Telangana City 3,4G,Postpaid,1.6,31.7,263,3.51,5
AIR106077,2025-06-15,Maharashtra,Maharashtra City 1,4G,Postpaid,1.6,4.66,713,3.17,11
AIR106078,2025-07-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Postpaid,5.7,32.8,395,3.47,16
AIR106079,2025-08-15,Karnataka,Karnataka City 3,4G,Postpaid,6.5,21.93,457,3.82,27
AIR106080,2025-09-15,Telangana,Telangana City 1,4G,Prepaid,2.3,23.54,612,3.67,12
AIR106081,2025-10-15,Rajasthan,Rajasthan City 2,4G,Prepaid,3.1,5.52,551,3,1
AIR106082,2025-11-15,Tamil Nadu,Tamil Nadu City 3,4G,Postpaid,5.3,25.7,552,3.53,-1
AIR106083,2025-12-15,Delhi,Delhi City 3,5G,Prepaid,4.4,45.63,378,4.35,33
AIR106084,2025-02-15,Gujarat,Gujarat City 2,4G,Broadband,1.3,1.15,426,2.88,-11
AIR106085,2025-03-15,Telangana,Telangana City 2,5G,Postpaid,1.4,54.86,742,3.56,30
AIR106086,2025-04-15,Uttar Pradesh,Uttar Pradesh City 3,5G,Prepaid,2.4,31.2,156,3.75,30
AIR106087,2025-05-15,Telangana,Telangana City 1,4G,Postpaid,3.4,22.58,439,3.22,5
AIR106088,2025-06-15,Uttar Pradesh,Uttar Pradesh City 2,5G,Broadband,5.4,43.61,20,3.37,16
AIR106089,2025-07-15,Karnataka,Karnataka City 2,4G,Prepaid,6.1,12.27,536,2.78,-8
AIR106090,2025-08-15,Delhi,Delhi City 1,4G,Prepaid,3,29.17,224,3.47,21
AIR106091,2025-09-15,Kerala,Kerala City 3,4G,Broadband,5.7,26.02,703,3.81,21
AIR106092,2025-10-15,Tamil Nadu,Tamil Nadu City 2,4G,Prepaid,2.8,27.82,419,3.58,30
AIR106093,2025-11-15,Tamil Nadu,Tamil Nadu City 3,5G,Prepaid,6.3,26.6,705,3.16,-3
AIR106094,2025-12-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,4.1,26.28,335,3.7,29
AIR106095,2025-02-15,Maharashtra,Maharashtra City 3,4G,Postpaid,5.2,12.59,589,3.73,24
AIR106096,2025-03-15,Uttar Pradesh,Uttar Pradesh City 1,5G,Postpaid,5.4,27.78,517,4.16,32
AIR106097,2025-04-15,Maharashtra,Maharashtra City 3,4G,Postpaid,3.4,22.55,332,3.15,-5
AIR106098,2025-05-15,West Bengal,West Bengal City 3,4G,Broadband,1.5,4.28,463,3.86,34
AIR106099,2025-06-15,Rajasthan,Rajasthan City 2,4G,Postpaid,2,19.52,474,3.49,14
AIR106100,2025-07-15,Tamil Nadu,Tamil Nadu City 2,5G,Enterprise,2.7,41.57,241,3.72,31
AIR106101,2025-08-15,Karnataka,Karnataka City 1,5G,Postpaid,6.3,25.58,296,3.75,21
AIR106102,2025-09-15,Uttar Pradesh,Uttar Pradesh City 1,4G,Prepaid,6.4,30.8,52,3.53,19
AIR106103,2025-10-15,Karnataka,Karnataka City 2,4G,Enterprise,3.3,17.1,537,3.13,6
AIR106104,2025-11-15,Delhi,Delhi City 2,4G,Prepaid,1.1,28.18,519,3.48,22
AIR106105,2025-12-15,Karnataka,Karnataka City 1,4G,Postpaid,4.9,23.77,451,3.56,12
AIR106106,2025-02-15,Telangana,Telangana City 3,5G,Prepaid,6.1,36.81,218,4.06,16
AIR106107,2025-03-15,Rajasthan,Rajasthan City 1,4G,Postpaid,5.2,16.99,580,3.53,39
AIR106108,2025-04-15,Telangana,Telangana City 3,4G,Broadband,4.4,29.04,544,2.98,3
AIR106109,2025-05-15,Gujarat,Gujarat City 2,5G,Prepaid,2.4,1,331,4.2,39
AIR106110,2025-06-15,Uttar Pradesh,Uttar Pradesh City 2,5G,Prepaid,5.9,57.86,724,3.44,7
AIR106111,2025-07-15,Tamil Nadu,Tamil Nadu City 2,4G,Prepaid,1.9,17.99,356,2.94,5
AIR106112,2025-08-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Postpaid,4.9,5.67,167,3.65,-3
AIR106113,2025-09-15,Rajasthan,Rajasthan City 1,4G,Prepaid,5.2,16.26,175,3.9,31
AIR106114,2025-10-15,Kerala,Kerala City 3,4G,Postpaid,1.3,30.18,672,3.48,4
AIR106115,2025-11-15,Kerala,Kerala City 1,4G,Prepaid,0.9,6.19,413,3.33,13
AIR106116,2025-12-15,Gujarat,Gujarat City 1,4G,Prepaid,6.1,10.87,185,4.12,24
AIR106117,2025-02-15,Rajasthan,Rajasthan City 1,5G,Postpaid,4.1,22.41,324,4.38,40
AIR106118,2025-03-15,West Bengal,West Bengal City 2,5G,Postpaid,4.9,27.65,593,3.88,36
AIR106119,2025-04-15,West Bengal,West Bengal City 1,4G,Prepaid,4.4,8.84,430,4.55,51
AIR106120,2025-05-15,West Bengal,West Bengal City 2,4G,Postpaid,4.7,9.09,472,3.32,16
AIR106121,2025-06-15,Tamil Nadu,Tamil Nadu City 1,5G,Broadband,3.1,37.96,493,4.6,42
AIR106122,2025-07-15,Tamil Nadu,Tamil Nadu City 1,5G,Prepaid,2.2,36.79,597,4.03,38
AIR106123,2025-08-15,West Bengal,West Bengal City 2,5G,Prepaid,2.8,48.85,618,4.07,43
AIR106124,2025-09-15,Kerala,Kerala City 2,4G,Postpaid,6,20.66,582,3.7,18
AIR106125,2025-10-15,Rajasthan,Rajasthan City 3,4G,Prepaid,1.6,27.66,591,3.29,24
AIR106126,2025-11-15,Karnataka,Karnataka City 1,5G,Prepaid,4.8,17.36,210,3.95,24
AIR106127,2025-12-15,Rajasthan,Rajasthan City 2,5G,Postpaid,2.6,57.53,625,3.58,7
AIR106128,2025-02-15,West Bengal,West Bengal City 3,4G,Prepaid,0.6,1,304,3.44,-4
AIR106129,2025-03-15,Rajasthan,Rajasthan City 3,4G,Prepaid,4.4,20.51,359,3.67,30
AIR106130,2025-04-15,Delhi,Delhi City 2,5G,Enterprise,4.3,23.19,506,4.38,63
AIR106131,2025-05-15,Tamil Nadu,Tamil Nadu City 1,4G,Prepaid,3.8,16.38,281,3.83,42
AIR106132,2025-06-15,Tamil Nadu,Tamil Nadu City 3,5G,Broadband,5.3,41.74,448,3.97,21
AIR106133,2025-07-15,Kerala,Kerala City 1,4G,Prepaid,6.1,21.29,379,3.8,31
AIR106134,2025-08-15,Karnataka,Karnataka City 1,5G,Broadband,3.6,33.93,546,3.74,22
AIR106135,2025-09-15,West Bengal,West Bengal City 3,4G,Postpaid,5.3,17.23,175,3.76,28
AIR106136,2025-10-15,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,1.9,27.25,203,2.93,6
AIR106137,2025-11-15,Kerala,Kerala City 1,5G,Postpaid,2.8,11.96,259,3.5,3
AIR106138,2025-12-15,Kerala,Kerala City 2,5G,Broadband,3.1,35.72,431,3.14,11
AIR106139,2025-02-15,Karnataka,Karnataka City 3,5G,Prepaid,5.8,28.8,332,4.15,43
AIR106140,2025-03-15,Telangana,Telangana City 1,4G,Postpaid,2.1,9.62,606,3.2,6
AIR106141,2025-04-15,West Bengal,West Bengal City 2,5G,Prepaid,2.8,9.33,510,4.66,64
AIR106142,2025-05-15,Uttar Pradesh,Uttar Pradesh City 2,4G,Postpaid,1.9,23.6,383,3.73,40
AIR106143,2025-06-15,Tamil Nadu,Tamil Nadu City 1,4G,Postpaid,3.2,13.49,449,3.73,29
AIR106144,2025-07-15,Karnataka,Karnataka City 2,5G,Prepaid,3,52.26,617,3.14,0
AIR106145,2025-08-15,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,4.5,11.23,496,3.44,18
AIR106146,2025-09-15,Delhi,Delhi City 3,4G,Postpaid,4.3,13.17,567,3.82,21
AIR106147,2025-10-15,Kerala,Kerala City 3,4G,Broadband,6.5,28.34,186,3.79,29
AIR106148,2025-11-15,Karnataka,Karnataka City 2,4G,Prepaid,1.2,8.08,667,3.36,24
AIR106149,2025-12-15,Tamil Nadu,Tamil Nadu City 2,5G,Postpaid,6.4,62.63,200,3.59,28
AIR106150,2025-02-15,Rajasthan,Rajasthan City 1,4G,Prepaid,4.4,14.08,426,3.67,15
AIR106151,2025-03-15,Tamil Nadu,Tamil Nadu City 3,4G,Postpaid,3.5,23.57,595,3.32,18
AIR106152,2025-04-15,Delhi,Delhi City 1,5G,Postpaid,6.2,27.67,325,4.68,61
AIR106153,2025-05-15,Karnataka,Karnataka City 2,4G,Postpaid,4.6,15.68,657,4.21,50
AIR106154,2025-06-15,Delhi,Delhi City 1,4G,Broadband,2.3,23.06,353,3.98,40
AIR106155,2025-07-15,West Bengal,West Bengal City 2,4G,Prepaid,2.7,6.73,458,2.74,-4
AIR106156,2025-08-15,West Bengal,West Bengal City 3,4G,Prepaid,5.2,13.23,313,3.45,17
AIR106157,2025-09-15,Rajasthan,Rajasthan City 3,4G,Enterprise,2.3,8.72,344,2.91,-6
AIR106158,2025-10-15,Kerala,Kerala City 2,5G,Prepaid,6.7,32.91,162,4.63,54
AIR106159,2025-11-15,Telangana,Telangana City 3,4G,Postpaid,4,12.56,542,3.66,16
AIR106160,2025-12-15,Maharashtra,Maharashtra City 2,4G,Postpaid,2.7,24.29,435,3.84,30
AIR106161,2025-02-15,Uttar Pradesh,Uttar Pradesh City 1,4G,Postpaid,5.1,22.83,641,3.39,18
AIR106162,2025-03-15,Delhi,Delhi City 2,4G,Prepaid,2.5,24.48,333,3.41,19
AIR106163,2025-04-15,Uttar Pradesh,Uttar Pradesh City 1,5G,Prepaid,2.5,28.75,180,3.6,16
AIR106164,2025-05-15,Rajasthan,Rajasthan City 2,4G,Postpaid,5.4,14.35,606,3.49,22
AIR106165,2025-06-15,Uttar Pradesh,Uttar Pradesh City 3,5G,Prepaid,5.4,39.38,252,3.86,34
AIR106166,2025-07-15,Uttar Pradesh,Uttar Pradesh City 2,4G,Postpaid,2,20.32,311,3.86,35
AIR106167,2025-08-15,Tamil Nadu,Tamil Nadu City 2,4G,Postpaid,3.9,21.39,731,3.31,17
AIR106168,2025-09-15,Karnataka,Karnataka City 2,4G,Prepaid,4,23.2,351,4.01,33
AIR106169,2025-10-15,Kerala,Kerala City 3,5G,Prepaid,0.9,46,145,3.94,37
AIR106170,2025-11-15,Maharashtra,Maharashtra City 2,4G,Broadband,2.6,36.24,470,3.32,5
AIR106171,2025-12-15,Karnataka,Karnataka City 3,4G,Postpaid,2.8,27.47,711,3.28,-8
AIR106172,2025-02-15,Tamil Nadu,Tamil Nadu City 2,5G,Postpaid,3.3,15.91,275,3.96,18
AIR106173,2025-03-15,Uttar Pradesh,Uttar Pradesh City 1,5G,Broadband,4.8,45.45,176,3.62,18
AIR106174,2025-04-15,Maharashtra,Maharashtra City 2,4G,Postpaid,0.8,2.37,499,4.2,18
AIR106175,2025-05-15,Tamil Nadu,Tamil Nadu City 1,5G,Enterprise,2.5,27.81,655,4.32,41
AIR106176,2025-06-15,Tamil Nadu,Tamil Nadu City 3,5G,Prepaid,0.7,47.34,530,3.56,20
AIR106177,2025-07-15,Tamil Nadu,Tamil Nadu City 3,4G,Broadband,3.7,19.82,602,3.29,12
AIR106178,2025-08-15,West Bengal,West Bengal City 2,4G,Prepaid,5.6,10.2,669,3.93,50
AIR106179,2025-09-15,Maharashtra,Maharashtra City 3,4G,Broadband,6.7,30.07,522,3.38,25
AIR106180,2025-10-15,Tamil Nadu,Tamil Nadu City 2,4G,Broadband,1.1,17.95,323,2.95,-8
AIR106181,2025-11-15,Telangana,Telangana City 3,5G,Prepaid,3.2,47.22,379,4.1,50
AIR106182,2025-12-15,Uttar Pradesh,Uttar Pradesh City 1,4G,Prepaid,3,16,191,3.78,19
AIR106183,2025-02-15,Maharashtra,Maharashtra City 3,4G,Postpaid,0.6,13.46,494,3.35,21
AIR106184,2025-03-15,West Bengal,West Bengal City 1,5G,Prepaid,2.2,23.53,485,3.78,20
AIR106185,2025-04-15,Delhi,Delhi City 2,4G,Postpaid,3.3,27.18,470,3.38,24
AIR106186,2025-05-15,Delhi,Delhi City 2,5G,Prepaid,4.1,31.91,310,3.95,33
AIR106187,2025-06-15,Kerala,Kerala City 2,5G,Broadband,0.7,35.79,377,4.15,34
AIR106188,2025-07-15,Gujarat,Gujarat City 1,5G,Prepaid,3.7,18.1,527,3.82,27
AIR106189,2025-08-15,Telangana,Telangana City 2,5G,Postpaid,6.5,49.58,353,4.01,36
AIR106190,2025-09-15,Delhi,Delhi City 2,4G,Prepaid,2.8,19.54,558,4.28,47
AIR106191,2025-10-15,West Bengal,West Bengal City 1,4G,Prepaid,4.2,6.98,404,3.94,34
AIR106192,2025-11-15,Gujarat,Gujarat City 3,4G,Prepaid,1.5,12.03,509,3.6,5
AIR106193,2025-12-15,Tamil Nadu,Tamil Nadu City 2,4G,Postpaid,1.5,19.93,531,3.08,16
AIR106194,2025-02-15,Tamil Nadu,Tamil Nadu City 3,4G,Prepaid,5.2,33.75,465,4.24,34
AIR106195,2025-03-15,Rajasthan,Rajasthan City 3,4G,Broadband,5,10.73,529,3.31,19
AIR106196,2025-04-15,Uttar Pradesh,Uttar Pradesh City 2,5G,Prepaid,4.4,35.24,84,3.76,21
AIR106197,2025-05-15,Gujarat,Gujarat City 2,5G,Postpaid,1.1,38.18,381,3.69,29
AIR106198,2025-06-15,Uttar Pradesh,Uttar Pradesh City 1,4G,Postpaid,6.2,14.45,631,4.03,33
AIR106199,2025-07-15,West Bengal,West Bengal City 1,4G,Postpaid,5.5,2.47,292,3.78,26
AIR106200,2025-08-15,Telangana,Telangana City 2,4G,Prepaid,3.4,30.33,327,3.57,31
AIR106201,2025-09-15,Gujarat,Gujarat City 3,5G,Postpaid,2.9,34.19,469,4.61,49
AIR106202,2025-10-15,Delhi,Delhi City 1,5G,Postpaid,1.6,27.76,269,4.27,51
AIR106203,2025-11-15,Telangana,Telangana City 1,4G,Prepaid,4.9,13.12,597,4.19,46
AIR106204,2025-12-15,Rajasthan,Rajasthan City 2,4G,Prepaid,1,2.34,306,3.9,32
AIR106205,2025-02-15,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,1.9,8.73,556,3.1,8
AIR106206,2025-03-15,Uttar Pradesh,Uttar Pradesh City 2,5G,Prepaid,5.9,20.17,344,4.22,60
AIR106207,2025-04-15,Telangana,Telangana City 2,4G,Prepaid,3.4,20.64,389,3.58,2
AIR106208,2025-05-15,Tamil Nadu,Tamil Nadu City 1,4G,Prepaid,6.1,20.75,527,3.62,16
AIR106209,2025-06-15,Uttar Pradesh,Uttar Pradesh City 1,5G,Postpaid,2.6,20.89,369,4.25,43
AIR106210,2025-07-15,Rajasthan,Rajasthan City 1,5G,Prepaid,3.3,36.06,142,3.98,33
AIR106211,2025-08-15,Delhi,Delhi City 3,5G,Prepaid,5.7,27.91,850,3.71,20
AIR106212,2025-09-15,Maharashtra,Maharashtra City 1,4G,Prepaid,4.2,15.85,332,3.16,12
