Customer_ID,Complaint_Date,State,City,Customer_Segment,Complaint_Flag,Complaint_Category,Complaint_Status,Resolution_Time_Hours,Customer_Satisfaction,NPS_Score
AIR105434,2025-12-15,Kerala,Kerala City 2,Postpaid,0,Billing Issues,No Complaint,12.7,3.51,20
AIR105435,2025-02-15,Telangana,Telangana City 3,Prepaid,1,Network Issues,In Progress,20.4,3.74,22
AIR105436,2025-03-15,Telangana,Telangana City 3,Postpaid,0,Call Drops,No Complaint,19.6,3.81,30
AIR105437,2025-04-15,Maharashtra,Maharashtra City 2,Broadband,0,Network Issues,No Complaint,3.8,3.4,17
AIR105438,2025-05-15,Telangana,Telangana City 1,Broadband,1,Call Drops,Resolved,6.2,3.14,1
AIR105439,2025-06-15,Tamil Nadu,Tamil Nadu City 2,Postpaid,0,Network Issues,No Complaint,19.2,3.75,26
AIR105440,2025-07-15,Rajasthan,Rajasthan City 1,Prepaid,1,Slow Internet,Resolved,82.2,3.28,3
AIR105441,2025-08-15,Uttar Pradesh,Uttar Pradesh City 1,Broadband,1,Call Drops,Pending,12.9,3.69,28
AIR105442,2025-09-15,Gujarat,Gujarat City 1,Postpaid,0,Network Issues,No Complaint,13.2,3.59,23
AIR105443,2025-10-15,Kerala,Kerala City 2,Prepaid,0,Slow Internet,No Complaint,24.9,3.43,15
AIR105444,2025-11-15,Telangana,Telangana City 1,Prepaid,1,Billing Issues,In Progress,5.7,4.26,57
AIR105445,2025-12-15,Kerala,Kerala City 2,Prepaid,0,Slow Internet,No Complaint,6,3.75,15
AIR105446,2025-02-15,Uttar Pradesh,Uttar Pradesh City 1,Prepaid,0,Network Issues,No Complaint,1,3.83,6
AIR105447,2025-03-15,Kerala,Kerala City 1,Postpaid,0,Slow Internet,No Complaint,1.9,4.28,45
AIR105448,2025-04-15,Uttar Pradesh,Uttar Pradesh City 2,Prepaid,0,Network Issues,No Complaint,5.1,3.01,-20
AIR105449,2025-05-15,Telangana,Telangana City 3,Prepaid,1,Network Issues,Resolved,6.6,3.25,25
AIR105450,2025-06-15,Uttar Pradesh,Uttar Pradesh City 3,Prepaid,0,Network Issues,No Complaint,10.9,3.57,4
AIR105451,2025-07-15,Telangana,Telangana City 2,Postpaid,0,Network Issues,No Complaint,16.9,2.96,9
AIR105452,2025-08-15,Maharashtra,Maharashtra City 2,Prepaid,0,Call Drops,No Complaint,27.4,3.63,20
AIR105453,2025-09-15,Maharashtra,Maharashtra City 3,Prepaid,1,Slow Internet,Resolved,13.4,4.31,52
AIR105454,2025-10-15,Uttar Pradesh,Uttar Pradesh City 3,Prepaid,0,Call Drops,No Complaint,4.5,3.65,13
AIR105455,2025-11-15,Maharashtra,Maharashtra City 3,Postpaid,0,Billing Issues,No Complaint,11.7,3.28,-3
AIR105456,2025-12-15,Gujarat,Gujarat City 2,Prepaid,1,Network Issues,Resolved,26.8,4.35,51
AIR105457,2025-02-15,Gujarat,Gujarat City 1,Postpaid,0,Call Drops,No Complaint,39.3,3.62,24
AIR105458,2025-03-15,Maharashtra,Maharashtra City 2,Prepaid,0,Others,No Complaint,14.9,3.42,-14
AIR105459,2025-04-15,Maharashtra,Maharashtra City 3,Prepaid,0,Slow Internet,No Complaint,28.7,3.11,-5
AIR105460,2025-05-15,West Bengal,West Bengal City 1,Prepaid,0,Call Drops,No Complaint,12.7,2.94,-4
AIR105461,2025-06-15,West Bengal,West Bengal City 2,Prepaid,0,Slow Internet,No Complaint,26.4,3,7
AIR105462,2025-07-15,Telangana,Telangana City 3,Prepaid,0,Slow Internet,No Complaint,14.9,3.48,16
AIR105463,2025-08-15,Uttar Pradesh,Uttar Pradesh City 2,Prepaid,0,Network Issues,No Complaint,42.6,3.55,13
AIR105464,2025-09-15,Delhi,Delhi City 1,Prepaid,0,Network Issues,No Complaint,17.6,3.97,27
AIR105465,2025-10-15,Delhi,Delhi City 3,Postpaid,1,Network Issues,Resolved,32.4,3.82,17
AIR105466,2025-11-15,Maharashtra,Maharashtra City 2,Prepaid,0,Others,No Complaint,50.4,3.39,29
AIR105467,2025-12-15,Kerala,Kerala City 1,Broadband,0,Slow Internet,No Complaint,23.2,4.09,39
AIR105468,2025-02-15,Maharashtra,Maharashtra City 1,Broadband,0,Slow Internet,No Complaint,28.6,3.57,18
AIR105469,2025-03-15,West Bengal,West Bengal City 2,Postpaid,0,Call Drops,No Complaint,25.8,3.76,13
AIR105470,2025-04-15,Telangana,Telangana City 1,Prepaid,0,Others,No Complaint,22.7,3.26,22
AIR105471,2025-05-15,Maharashtra,Maharashtra City 3,Broadband,0,Network Issues,No Complaint,23.8,4.24,63
AIR105472,2025-06-15,Rajasthan,Rajasthan City 1,Prepaid,0,Others,No Complaint,5.6,2.8,-15
AIR105473,2025-07-15,Kerala,Kerala City 2,Prepaid,1,Network Issues,Resolved,9.6,3.37,18
AIR105474,2025-08-15,Rajasthan,Rajasthan City 3,Prepaid,0,Network Issues,No Complaint,5,3.49,19
AIR105475,2025-09-15,Telangana,Telangana City 1,Broadband,0,Network Issues,No Complaint,10.3,3.91,31
AIR105476,2025-10-15,Telangana,Telangana City 1,Prepaid,0,Network Issues,No Complaint,75,4.22,44
AIR105477,2025-11-15,Gujarat,Gujarat City 3,Broadband,0,Network Issues,No Complaint,11.2,3.6,20
AIR105478,2025-12-15,Karnataka,Karnataka City 3,Prepaid,0,Network Issues,No Complaint,17.4,3.06,1
AIR105479,2025-02-15,Rajasthan,Rajasthan City 1,Broadband,1,Network Issues,In Progress,12.4,3.18,-14
AIR105480,2025-03-15,Gujarat,Gujarat City 3,Broadband,1,Others,Resolved,28.1,3.61,10
AIR105481,2025-04-15,West Bengal,West Bengal City 2,Broadband,0,Network Issues,No Complaint,23.8,3.93,27
AIR105482,2025-05-15,Tamil Nadu,Tamil Nadu City 1,Postpaid,0,Call Drops,No Complaint,29.6,3.47,21
AIR105483,2025-06-15,Kerala,Kerala City 2,Broadband,1,Slow Internet,Resolved,42.4,3.61,10
AIR105484,2025-07-15,Tamil Nadu,Tamil Nadu City 1,Enterprise,1,Network Issues,Resolved,8.1,2.48,-15
AIR105485,2025-08-15,Uttar Pradesh,Uttar Pradesh City 2,Prepaid,0,Billing Issues,No Complaint,2.8,3.5,21
AIR105486,2025-09-15,West Bengal,West Bengal City 2,Prepaid,0,Slow Internet,No Complaint,5.8,4.03,50
AIR105487,2025-10-15,West Bengal,West Bengal City 3,Postpaid,0,Billing Issues,No Complaint,8.9,3.03,-5
AIR105488,2025-11-15,Tamil Nadu,Tamil Nadu City 1,Prepaid,0,Billing Issues,No Complaint,11.3,3.1,6
AIR105489,2025-12-15,Rajasthan,Rajasthan City 3,Postpaid,0,Slow Internet,No Complaint,12.5,4.22,55
AIR105490,2025-02-15,Karnataka,Karnataka City 3,Prepaid,1,Billing Issues,Resolved,20.2,3.46,18
AIR105491,2025-03-15,Rajasthan,Rajasthan City 1,Postpaid,1,Slow Internet,Resolved,11.2,3.96,36
AIR105492,2025-04-15,Tamil Nadu,Tamil Nadu City 2,Prepaid,1,Network Issues,Resolved,3.1,3.16,17
AIR105493,2025-05-15,Uttar Pradesh,Uttar Pradesh City 1,Prepaid,0,Network Issues,No Complaint,9.9,3.72,11
AIR105494,2025-06-15,Rajasthan,Rajasthan City 1,Prepaid,0,Slow Internet,No Complaint,8.6,3.77,21
AIR105495,2025-07-15,Delhi,Delhi City 1,Broadband,0,Network Issues,No Complaint,11.1,3.77,26
AIR105496,2025-08-15,Rajasthan,Rajasthan City 3,Prepaid,1,Network Issues,In Progress,5.4,3.68,17
AIR105497,2025-09-15,Telangana,Telangana City 1,Broadband,1,Slow Internet,Resolved,19.2,3.34,2
AIR105498,2025-10-15,Gujarat,Gujarat City 1,Postpaid,0,Network Issues,No Complaint,8.8,3.66,15
AIR105499,2025-11-15,Kerala,Kerala City 1,Postpaid,0,Slow Internet,No Complaint,71.2,3,-4
AIR105500,2025-12-15,Rajasthan,Rajasthan City 2,Prepaid,0,Call Drops,No Complaint,19,3.49,17
AIR105501,2025-02-15,Karnataka,Karnataka City 2,Prepaid,1,Slow Internet,Pending,8.4,2.75,4
AIR105502,2025-03-15,Karnataka,Karnataka City 2,Postpaid,0,Slow Internet,No Complaint,8.3,3.83,41
AIR105503,2025-04-15,Rajasthan,Rajasthan City 2,Prepaid,1,Network Issues,Resolved,39.1,3.51,17
AIR105504,2025-05-15,Maharashtra,Maharashtra City 3,Postpaid,0,Slow Internet,No Complaint,12.7,4,31
AIR105505,2025-06-15,West Bengal,West Bengal City 3,Enterprise,0,Network Issues,No Complaint,14,4.05,46
AIR105506,2025-07-15,Rajasthan,Rajasthan City 1,Prepaid,1,Network Issues,Pending,9.3,3.91,28
AIR105507,2025-08-15,West Bengal,West Bengal City 3,Postpaid,1,Slow Internet,Resolved,9.3,3.51,19
AIR105508,2025-09-15,Delhi,Delhi City 2,Enterprise,0,Network Issues,No Complaint,32.6,3.31,8
AIR105509,2025-10-15,Tamil Nadu,Tamil Nadu City 1,Broadband,0,Network Issues,No Complaint,18.2,2.83,-21
AIR105510,2025-11-15,Delhi,Delhi City 1,Broadband,1,Call Drops,Resolved,6.8,3.86,35
AIR105511,2025-12-15,Rajasthan,Rajasthan City 2,Broadband,0,Call Drops,No Complaint,10.2,3.59,19
AIR105512,2025-02-15,Karnataka,Karnataka City 2,Prepaid,0,Network Issues,No Complaint,2,3.56,7
AIR105513,2025-03-15,Maharashtra,Maharashtra City 2,Broadband,0,Billing Issues,No Complaint,2.2,4.09,20
AIR105514,2025-04-15,Uttar Pradesh,Uttar Pradesh City 3,Broadband,0,Slow Internet,No Complaint,14.1,3.95,39
AIR105515,2025-05-15,West Bengal,West Bengal City 1,Postpaid,0,Network Issues,No Complaint,20.3,4.36,35
AIR105516,2025-06-15,Gujarat,Gujarat City 2,Prepaid,0,Slow Internet,No Complaint,19.2,3.51,11
AIR105517,2025-07-15,West Bengal,West Bengal City 1,Prepaid,0,Others,No Complaint,6.3,3.74,14
AIR105518,2025-08-15,Telangana,Telangana City 1,Prepaid,0,Slow Internet,No Complaint,10,3.74,40
AIR105519,2025-09-15,Kerala,Kerala City 3,Prepaid,1,Slow Internet,In Progress,39.6,4.27,37
AIR105520,2025-10-15,Rajasthan,Rajasthan City 1,Postpaid,1,Network Issues,In Progress,12.4,3.82,27
AIR105521,2025-11-15,Delhi,Delhi City 2,Postpaid,0,Slow Internet,No Complaint,50.3,3.69,42
AIR105522,2025-12-15,Gujarat,Gujarat City 2,Postpaid,0,Network Issues,No Complaint,24.1,3.74,34
AIR105523,2025-02-15,Karnataka,Karnataka City 1,Prepaid,0,Network Issues,No Complaint,11.5,4.28,34
AIR105524,2025-03-15,Karnataka,Karnataka City 1,Postpaid,0,Others,No Complaint,30.8,3.44,12
AIR105525,2025-04-15,Karnataka,Karnataka City 3,Prepaid,1,Call Drops,Resolved,15.9,4.08,42
AIR105526,2025-05-15,Uttar Pradesh,Uttar Pradesh City 2,Prepaid,0,Slow Internet,No Complaint,12.4,3.91,37
AIR105527,2025-06-15,Telangana,Telangana City 2,Postpaid,0,Network Issues,No Complaint,13.3,2.88,9
AIR105528,2025-07-15,Karnataka,Karnataka City 1,Prepaid,0,Network Issues,No Complaint,11.9,2.97,3
AIR105529,2025-08-15,Karnataka,Karnataka City 1,Prepaid,0,Network Issues,No Complaint,14.1,3.5,34
AIR105530,2025-09-15,Rajasthan,Rajasthan City 1,Prepaid,1,Slow Internet,In Progress,19.4,3.43,23
AIR105531,2025-10-15,Telangana,Telangana City 2,Postpaid,0,Slow Internet,No Complaint,21,3.73,32
AIR105532,2025-11-15,Maharashtra,Maharashtra City 1,Postpaid,0,Network Issues,No Complaint,8.4,2.85,7
AIR105533,2025-12-15,Maharashtra,Maharashtra City 3,Prepaid,0,Slow Internet,No Complaint,6.3,3.45,11
AIR105534,2025-02-15,Telangana,Telangana City 3,Prepaid,0,Call Drops,No Complaint,15.6,3.01,9
AIR105535,2025-03-15,Kerala,Kerala City 1,Postpaid,0,Network Issues,No Complaint,36.5,3.45,21
AIR105536,2025-04-15,Uttar Pradesh,Uttar Pradesh City 3,Broadband,0,Call Drops,No Complaint,8.2,3.35,6
AIR105537,2025-05-15,Gujarat,Gujarat City 3,Postpaid,0,Others,No Complaint,7.7,3.63,17
AIR105538,2025-06-15,West Bengal,West Bengal City 3,Broadband,0,Call Drops,No Complaint,3.3,3.78,18
AIR105539,2025-07-15,Rajasthan,Rajasthan City 3,Postpaid,1,Call Drops,Resolved,18.2,3.6,33
AIR105540,2025-08-15,Tamil Nadu,Tamil Nadu City 3,Postpaid,0,Network Issues,No Complaint,26.5,4.05,25
AIR105541,2025-09-15,Maharashtra,Maharashtra City 2,Broadband,0,Call Drops,No Complaint,14.2,3.95,43
AIR105542,2025-10-15,Telangana,Telangana City 1,Postpaid,0,Network Issues,No Complaint,11.4,4.15,38
AIR105543,2025-11-15,Gujarat,Gujarat City 3,Broadband,1,Slow Internet,Resolved,36.4,3.08,-1
AIR105544,2025-12-15,Telangana,Telangana City 1,Prepaid,0,Billing Issues,No Complaint,15.4,2.77,1
AIR105545,2025-02-15,West Bengal,West Bengal City 3,Broadband,0,Network Issues,No Complaint,15.8,3.69,26
AIR105546,2025-03-15,Gujarat,Gujarat City 2,Postpaid,1,Network Issues,Resolved,18.1,3.95,13
AIR105547,2025-04-15,Maharashtra,Maharashtra City 2,Broadband,1,Others,Resolved,2.5,4.2,47
AIR105548,2025-05-15,Karnataka,Karnataka City 3,Prepaid,0,Slow Internet,No Complaint,18.3,3.57,23
AIR105549,2025-06-15,Telangana,Telangana City 3,Postpaid,1,Network Issues,Resolved,22.1,3.63,10
AIR105550,2025-07-15,Tamil Nadu,Tamil Nadu City 3,Broadband,0,Slow Internet,No Complaint,75,3.23,-6
AIR105551,2025-08-15,Maharashtra,Maharashtra City 2,Prepaid,1,Network Issues,Resolved,22.5,2.35,-13
AIR105552,2025-09-15,Delhi,Delhi City 2,Postpaid,0,Network Issues,No Complaint,8.6,3.67,19
AIR105553,2025-10-15,Tamil Nadu,Tamil Nadu City 1,Broadband,0,Slow Internet,No Complaint,7.1,3.96,33
AIR105554,2025-11-15,Kerala,Kerala City 2,Prepaid,1,Call Drops,Resolved,20.3,4.12,31
AIR105555,2025-12-15,Uttar Pradesh,Uttar Pradesh City 3,Prepaid,0,Slow Internet,No Complaint,8.6,3.59,15
AIR105556,2025-02-15,Maharashtra,Maharashtra City 1,Postpaid,0,Network Issues,No Complaint,12.9,3.27,5
AIR105557,2025-03-15,Karnataka,Karnataka City 2,Postpaid,0,Network Issues,No Complaint,6.5,4.15,55
AIR105558,2025-04-15,Maharashtra,Maharashtra City 2,Prepaid,0,Billing Issues,No Complaint,20.2,3.81,35
AIR105559,2025-05-15,West Bengal,West Bengal City 3,Prepaid,1,Slow Internet,Resolved,15.9,3.45,0
AIR105560,2025-06-15,Gujarat,Gujarat City 1,Prepaid,0,Billing Issues,No Complaint,15.4,3.97,39
AIR105561,2025-07-15,Telangana,Telangana City 2,Prepaid,0,Network Issues,No Complaint,3.6,3.47,34
AIR105562,2025-08-15,Gujarat,Gujarat City 2,Prepaid,0,Network Issues,No Complaint,4.1,3.4,24
AIR105563,2025-09-15,Gujarat,Gujarat City 3,Postpaid,1,Network Issues,Resolved,6.9,3.65,11
AIR105564,2025-10-15,Maharashtra,Maharashtra City 1,Postpaid,1,Network Issues,Resolved,5.2,3.39,15
AIR105565,2025-11-15,West Bengal,West Bengal City 1,Postpaid,1,Billing Issues,Resolved,26.1,3.9,46
AIR105566,2025-12-15,Telangana,Telangana City 1,Prepaid,0,Billing Issues,No Complaint,16,4.11,46
AIR105567,2025-02-15,Telangana,Telangana City 1,Postpaid,1,Network Issues,Resolved,20.2,4.3,58
AIR105568,2025-03-15,Gujarat,Gujarat City 3,Prepaid,0,Call Drops,No Complaint,8.4,3.7,11
AIR105569,2025-04-15,Kerala,Kerala City 2,Broadband,1,Slow Internet,Pending,29.6,3.17,-1
AIR105570,2025-05-15,Uttar Pradesh,Uttar Pradesh City 2,Postpaid,0,Network Issues,No Complaint,5,3.75,17
AIR105571,2025-06-15,West Bengal,West Bengal City 1,Broadband,0,Call Drops,No Complaint,5.1,3.58,10
AIR105572,2025-07-15,Kerala,Kerala City 1,Prepaid,0,Slow Internet,No Complaint,3.3,4.56,71
AIR105573,2025-08-15,Rajasthan,Rajasthan City 1,Postpaid,1,Network Issues,Resolved,35.2,4.06,46
AIR105574,2025-09-15,Rajasthan,Rajasthan City 2,Postpaid,1,Slow Internet,Resolved,15.6,2.57,-8
AIR105575,2025-10-15,Tamil Nadu,Tamil Nadu City 2,Broadband,0,Network Issues,No Complaint,15.3,4.18,48
AIR105576,2025-11-15,Gujarat,Gujarat City 1,Postpaid,0,Network Issues,No Complaint,8.8,4.25,53
AIR105577,2025-12-15,Telangana,Telangana City 3,Postpaid,0,Slow Internet,No Complaint,14.4,3.26,-4
AIR105578,2025-02-15,Maharashtra,Maharashtra City 2,Prepaid,1,Network Issues,Resolved,21.9,3.34,-3
AIR105579,2025-03-15,Telangana,Telangana City 2,Postpaid,0,Network Issues,No Complaint,16.6,3.44,35
AIR105580,2025-04-15,Telangana,Telangana City 1,Prepaid,0,Network Issues,No Complaint,17.8,3.97,26
AIR105581,2025-05-15,Karnataka,Karnataka City 3,Prepaid,0,Network Issues,No Complaint,24.4,3.22,-1
AIR105582,2025-06-15,Telangana,Telangana City 1,Prepaid,0,Slow Internet,No Complaint,5.3,3.75,21
AIR105583,2025-07-15,Tamil Nadu,Tamil Nadu City 1,Enterprise,0,Call Drops,No Complaint,18.5,3.59,24
AIR105584,2025-08-15,Kerala,Kerala City 3,Prepaid,1,Slow Internet,Resolved,16.8,4.05,35
AIR105585,2025-09-15,Rajasthan,Rajasthan City 3,Broadband,0,Slow Internet,No Complaint,6.8,3.69,33
AIR105586,2025-10-15,Telangana,Telangana City 3,Enterprise,0,Billing Issues,No Complaint,17.6,4.37,51
AIR105587,2025-11-15,Telangana,Telangana City 2,Broadband,1,Network Issues,Resolved,15.8,3.44,3
AIR105588,2025-12-15,Karnataka,Karnataka City 1,Broadband,0,Slow Internet,No Complaint,16,3.94,30
AIR105589,2025-02-15,West Bengal,West Bengal City 2,Broadband,0,Slow Internet,No Complaint,9.2,3.78,16
AIR105590,2025-03-15,Maharashtra,Maharashtra City 3,Prepaid,0,Call Drops,No Complaint,22.5,3.51,10
AIR105591,2025-04-15,West Bengal,West Bengal City 2,Prepaid,0,Call Drops,No Complaint,25.1,3.87,33
AIR105592,2025-05-15,Maharashtra,Maharashtra City 3,Postpaid,0,Call Drops,No Complaint,4,3.57,7
AIR105593,2025-06-15,Uttar Pradesh,Uttar Pradesh City 3,Postpaid,0,Network Issues,No Complaint,28.1,2.9,13
AIR105594,2025-07-15,Telangana,Telangana City 1,Prepaid,1,Network Issues,Resolved,11.6,4,33
AIR105595,2025-08-15,Karnataka,Karnataka City 1,Postpaid,1,Call Drops,In Progress,24.1,3.92,36
AIR105596,2025-09-15,Delhi,Delhi City 1,Postpaid,0,Billing Issues,No Complaint,21.6,3.71,18
AIR105597,2025-10-15,Gujarat,Gujarat City 2,Broadband,1,Slow Internet,Resolved,8.5,3.75,29
AIR105598,2025-11-15,Rajasthan,Rajasthan City 1,Postpaid,0,Slow Internet,No Complaint,20.3,3.53,36
AIR105599,2025-12-15,Kerala,Kerala City 3,Postpaid,1,Network Issues,Resolved,19.4,3.6,26
AIR105600,2025-02-15,Rajasthan,Rajasthan City 1,Prepaid,1,Network Issues,Resolved,4.3,3.81,14
AIR105601,2025-03-15,Kerala,Kerala City 2,Postpaid,0,Billing Issues,No Complaint,25,3.88,26
AIR105602,2025-04-15,Uttar Pradesh,Uttar Pradesh City 1,Enterprise,0,Network Issues,No Complaint,45.4,3.03,-5
AIR105603,2025-05-15,West Bengal,West Bengal City 1,Prepaid,0,Network Issues,No Complaint,64.3,4,28
AIR105604,2025-06-15,Tamil Nadu,Tamil Nadu City 1,Prepaid,0,Network Issues,No Complaint,20.9,3.09,-2
AIR105605,2025-07-15,Telangana,Telangana City 2,Postpaid,1,Others,Resolved,39.7,3.28,9
AIR105606,2025-08-15,Delhi,Delhi City 3,Prepaid,0,Slow Internet,No Complaint,26.1,3.6,16
AIR105607,2025-09-15,Kerala,Kerala City 3,Prepaid,0,Slow Internet,No Complaint,27.4,3.35,-8
AIR105608,2025-10-15,Gujarat,Gujarat City 3,Prepaid,0,Network Issues,No Complaint,26.7,3.44,15
AIR105609,2025-11-15,Kerala,Kerala City 1,Prepaid,0,Network Issues,No Complaint,13.6,3.41,0
AIR105610,2025-12-15,Tamil Nadu,Tamil Nadu City 1,Prepaid,1,Network Issues,Resolved,19.6,3.65,19
AIR105611,2025-02-15,Rajasthan,Rajasthan City 2,Broadband,0,Call Drops,No Complaint,13.3,3.47,13
AIR105612,2025-03-15,Karnataka,Karnataka City 3,Postpaid,1,Network Issues,In Progress,3.2,3.13,-2
AIR105613,2025-04-15,Rajasthan,Rajasthan City 1,Prepaid,0,Network Issues,No Complaint,8.6,3.49,11
AIR105614,2025-05-15,Uttar Pradesh,Uttar Pradesh City 1,Prepaid,0,Others,No Complaint,18.4,3.38,21
AIR105615,2025-06-15,Karnataka,Karnataka City 1,Prepaid,0,Slow Internet,No Complaint,22.6,3.42,6
AIR105616,2025-07-15,Rajasthan,Rajasthan City 2,Broadband,0,Billing Issues,No Complaint,8.2,4.13,39
AIR105617,2025-08-15,Gujarat,Gujarat City 3,Prepaid,0,Slow Internet,No Complaint,15.7,4.21,34
AIR105618,2025-09-15,Rajasthan,Rajasthan City 2,Enterprise,1,Network Issues,Pending,24.9,2.72,3
AIR105619,2025-10-15,Gujarat,Gujarat City 3,Prepaid,0,Network Issues,No Complaint,17.8,3.92,24
AIR105620,2025-11-15,Gujarat,Gujarat City 3,Broadband,0,Call Drops,No Complaint,46.7,3.6,17
AIR105621,2025-12-15,Karnataka,Karnataka City 1,Prepaid,0,Others,No Complaint,23.6,3.64,16
AIR105622,2025-02-15,West Bengal,West Bengal City 1,Prepaid,0,Slow Internet,No Complaint,25.8,3.73,38
AIR105623,2025-03-15,Maharashtra,Maharashtra City 1,Prepaid,0,Network Issues,No Complaint,12.1,3.37,9
AIR105624,2025-04-15,Telangana,Telangana City 1,Postpaid,0,Network Issues,No Complaint,20.2,3.08,7
AIR105625,2025-05-15,Kerala,Kerala City 1,Prepaid,1,Slow Internet,Resolved,9.6,3.83,29
AIR105626,2025-06-15,Maharashtra,Maharashtra City 3,Prepaid,0,Billing Issues,No Complaint,11.4,3.95,54
AIR105627,2025-07-15,Tamil Nadu,Tamil Nadu City 1,Broadband,1,Network Issues,Resolved,16.9,3.38,12
AIR105628,2025-08-15,West Bengal,West Bengal City 1,Prepaid,1,Network Issues,Resolved,13.5,4.37,37
AIR105629,2025-09-15,Maharashtra,Maharashtra City 2,Prepaid,0,Call Drops,No Complaint,13.5,4.29,52
AIR105630,2025-10-15,Karnataka,Karnataka City 2,Broadband,0,Network Issues,No Complaint,13.4,3.2,3
AIR105631,2025-11-15,Tamil Nadu,Tamil Nadu City 3,Postpaid,0,Slow Internet,No Complaint,10.3,3.35,10
AIR105632,2025-12-15,Delhi,Delhi City 3,Broadband,0,Network Issues,No Complaint,9.7,3.65,30
AIR105633,2025-02-15,West Bengal,West Bengal City 2,Prepaid,0,Slow Internet,No Complaint,28.9,3.98,43
AIR105634,2025-03-15,Maharashtra,Maharashtra City 2,Prepaid,1,Slow Internet,Resolved,7.9,3.67,27
AIR105635,2025-04-15,Tamil Nadu,Tamil Nadu City 1,Prepaid,0,Network Issues,No Complaint,21.2,3.99,30
AIR105636,2025-05-15,Delhi,Delhi City 1,Broadband,1,Network Issues,In Progress,1.9,3.93,17
AIR105637,2025-06-15,Rajasthan,Rajasthan City 3,Broadband,1,Call Drops,Resolved,16.6,3.37,18
AIR105638,2025-07-15,Tamil Nadu,Tamil Nadu City 2,Enterprise,0,Network Issues,No Complaint,8.8,3.31,17
AIR105639,2025-08-15,Karnataka,Karnataka City 3,Prepaid,0,Network Issues,No Complaint,29.6,4.62,54
AIR105640,2025-09-15,Rajasthan,Rajasthan City 1,Broadband,0,Call Drops,No Complaint,6.4,3.17,-1
AIR105641,2025-10-15,Karnataka,Karnataka City 3,Prepaid,0,Slow Internet,No Complaint,17.5,3.74,31
AIR105642,2025-11-15,Maharashtra,Maharashtra City 3,Postpaid,0,Slow Internet,No Complaint,2,3.53,17
AIR105643,2025-12-15,Telangana,Telangana City 3,Broadband,1,Billing Issues,Resolved,14.2,4.43,50
AIR105644,2025-02-15,Maharashtra,Maharashtra City 1,Prepaid,0,Network Issues,No Complaint,5.2,3.74,17
AIR105645,2025-03-15,Rajasthan,Rajasthan City 3,Prepaid,0,Slow Internet,No Complaint,28,3.54,20
AIR105646,2025-04-15,Gujarat,Gujarat City 1,Prepaid,0,Call Drops,No Complaint,13.6,3.33,-3
AIR105647,2025-05-15,Maharashtra,Maharashtra City 2,Postpaid,0,Slow Internet,No Complaint,5.7,3.44,12
AIR105648,2025-06-15,Rajasthan,Rajasthan City 3,Prepaid,1,Billing Issues,In Progress,14.8,3.76,28
AIR105649,2025-07-15,Tamil Nadu,Tamil Nadu City 3,Prepaid,1,Call Drops,Resolved,25.2,3.56,16
AIR105650,2025-08-15,Uttar Pradesh,Uttar Pradesh City 1,Enterprise,0,Network Issues,No Complaint,8.6,4.19,38
AIR105651,2025-09-15,Maharashtra,Maharashtra City 3,Prepaid,0,Slow Internet,No Complaint,17.4,3.45,11
AIR105652,2025-10-15,Tamil Nadu,Tamil Nadu City 1,Prepaid,1,Network Issues,Resolved,11.6,3.51,39
AIR105653,2025-11-15,Karnataka,Karnataka City 3,Postpaid,0,Slow Internet,No Complaint,26.5,3.2,18
AIR105654,2025-12-15,West Bengal,West Bengal City 2,Broadband,1,Network Issues,In Progress,1.4,4.21,45
AIR105655,2025-02-15,Telangana,Telangana City 2,Prepaid,0,Billing Issues,No Complaint,27.7,3.23,17
AIR105656,2025-03-15,Karnataka,Karnataka City 2,Postpaid,0,Call Drops,No Complaint,35.8,4.1,46
AIR105657,2025-04-15,Karnataka,Karnataka City 3,Prepaid,0,Call Drops,No Complaint,8.9,3.67,13
AIR105658,2025-05-15,Rajasthan,Rajasthan City 3,Postpaid,1,Call Drops,In Progress,6.3,3.86,25
AIR105659,2025-06-15,Gujarat,Gujarat City 2,Prepaid,1,Network Issues,Resolved,51.7,3.46,30
AIR105660,2025-07-15,Kerala,Kerala City 2,Prepaid,1,Network Issues,Resolved,31.2,4.46,50
AIR105661,2025-08-15,Uttar Pradesh,Uttar Pradesh City 1,Postpaid,0,Call Drops,No Complaint,33.5,3.89,31
AIR105662,2025-09-15,Gujarat,Gujarat City 1,Broadband,0,Billing Issues,No Complaint,13.5,3.95,39
AIR105663,2025-10-15,Rajasthan,Rajasthan City 2,Postpaid,1,Slow Internet,Resolved,13.5,4.05,27
AIR105664,2025-11-15,Telangana,Telangana City 2,Broadband,0,Network Issues,No Complaint,20.1,3.78,30
AIR105665,2025-12-15,Uttar Pradesh,Uttar Pradesh City 3,Postpaid,1,Network Issues,Resolved,10.4,3.82,20
AIR105666,2025-02-15,Uttar Pradesh,Uttar Pradesh City 2,Prepaid,0,Slow Internet,No Complaint,14.2,3.52,12
AIR105667,2025-03-15,Rajasthan,Rajasthan City 1,Prepaid,0,Network Issues,No Complaint,24.8,3.78,36
AIR105668,2025-04-15,Delhi,Delhi City 1,Broadband,0,Call Drops,No Complaint,8.8,3.07,1
AIR105669,2025-05-15,Karnataka,Karnataka City 1,Postpaid,1,Billing Issues,Resolved,11.3,3.37,21
AIR105670,2025-06-15,West Bengal,West Bengal City 1,Enterprise,0,Network Issues,No Complaint,14.6,3.86,39
