Customer_ID,Join_Date,State,City,Network_Type,Customer_Segment,Tenure_Years
AIR105429,2019-07-03,Gujarat,Gujarat City 2,4G,Postpaid,6
AIR105430,2024-06-04,Uttar Pradesh,Uttar Pradesh City 3,4G,Postpaid,1.2
AIR105431,2020-09-30,Rajasthan,Rajasthan City 2,4G,Broadband,5
AIR105432,2022-12-31,Telangana,Telangana City 1,4G,Prepaid,2.8
AIR105433,2020-08-16,Rajasthan,Rajasthan City 2,5G,Postpaid,5.2
AIR105434,2022-06-10,Kerala,Kerala City 2,5G,Postpaid,3.5
AIR105435,2024-01-19,Telangana,Telangana City 3,5G,Prepaid,1.1
AIR105436,2019-01-01,Telangana,Telangana City 3,4G,Postpaid,6.2
AIR105437,2020-12-19,Maharashtra,Maharashtra City 2,4G,Broadband,4.3
AIR105438,2019-10-10,Telangana,Telangana City 1,4G,Broadband,5.6
AIR105439,2022-04-24,Tamil Nadu,Tamil Nadu City 2,4G,Postpaid,3.1
AIR105440,2024-12-09,Rajasthan,Rajasthan City 1,4G,Prepaid,0.6
AIR105441,2020-03-16,Uttar Pradesh,Uttar Pradesh City 1,5G,Broadband,5.4
AIR105442,2020-09-30,Gujarat,Gujarat City 1,4G,Postpaid,5
AIR105443,2020-04-18,Kerala,Kerala City 2,5G,Prepaid,5.5
AIR105444,2024-02-01,Telangana,Telangana City 1,4G,Prepaid,1.8
AIR105445,2021-07-29,Kerala,Kerala City 2,4G,Prepaid,4.4
AIR105446,2020-10-21,Uttar Pradesh,Uttar Pradesh City 1,4G,Prepaid,4.3
AIR105447,2019-10-19,Kerala,Kerala City 1,4G,Postpaid,5.4
AIR105448,2019-09-04,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,5.6
AIR105449,2024-04-25,Telangana,Telangana City 3,5G,Prepaid,1.1
AIR105450,2019-07-07,Uttar Pradesh,Uttar Pradesh City 3,5G,Prepaid,5.9
AIR105451,2023-03-27,Telangana,Telangana City 2,4G,Postpaid,2.3
AIR105452,2020-07-10,Maharashtra,Maharashtra City 2,4G,Prepaid,5.1
AIR105453,2022-02-21,Maharashtra,Maharashtra City 3,5G,Prepaid,3.6
AIR105454,2019-09-04,Uttar Pradesh,Uttar Pradesh City 3,5G,Prepaid,6.1
AIR105455,2022-09-22,Maharashtra,Maharashtra City 3,4G,Postpaid,3.1
AIR105456,2021-08-16,Gujarat,Gujarat City 2,5G,Prepaid,4.3
AIR105457,2024-01-01,Gujarat,Gujarat City 1,4G,Postpaid,1.1
AIR105458,2025-01-07,Maharashtra,Maharashtra City 2,4G,Prepaid,0.2
AIR105459,2025-01-07,Maharashtra,Maharashtra City 3,4G,Prepaid,0.3
AIR105460,2019-05-04,West Bengal,West Bengal City 1,4G,Prepaid,6
AIR105461,2024-03-09,West Bengal,West Bengal City 2,4G,Prepaid,1.3
AIR105462,2022-09-25,Telangana,Telangana City 3,4G,Prepaid,2.8
AIR105463,2023-10-19,Uttar Pradesh,Uttar Pradesh City 2,5G,Prepaid,1.8
AIR105464,2020-10-20,Delhi,Delhi City 1,5G,Prepaid,4.9
AIR105465,2023-05-05,Delhi,Delhi City 3,5G,Postpaid,2.4
AIR105466,2021-09-07,Maharashtra,Maharashtra City 2,4G,Prepaid,4.2
AIR105467,2023-01-20,Kerala,Kerala City 1,4G,Broadband,2.9
AIR105468,2020-12-25,Maharashtra,Maharashtra City 1,4G,Broadband,4.1
AIR105469,2023-04-03,West Bengal,West Bengal City 2,5G,Postpaid,1.9
AIR105470,2020-10-07,Telangana,Telangana City 1,4G,Prepaid,4.5
AIR105471,2024-01-01,Maharashtra,Maharashtra City 3,4G,Broadband,1.4
AIR105472,2023-03-30,Rajasthan,Rajasthan City 1,4G,Prepaid,2.2
AIR105473,2024-10-12,Kerala,Kerala City 2,4G,Prepaid,0.8
AIR105474,2022-11-17,Rajasthan,Rajasthan City 3,4G,Prepaid,2.7
AIR105475,2023-08-26,Telangana,Telangana City 1,5G,Broadband,2.1
AIR105476,2020-06-01,Telangana,Telangana City 1,4G,Prepaid,5.4
AIR105477,2019-11-25,Gujarat,Gujarat City 3,4G,Broadband,6
AIR105478,2020-11-20,Karnataka,Karnataka City 3,4G,Prepaid,5.1
AIR105479,2020-04-23,Rajasthan,Rajasthan City 1,4G,Broadband,4.8
AIR105480,2020-01-26,Gujarat,Gujarat City 3,4G,Broadband,5.1
AIR105481,2020-02-16,West Bengal,West Bengal City 2,5G,Broadband,5.2
AIR105482,2022-07-05,Tamil Nadu,Tamil Nadu City 1,4G,Postpaid,2.9
AIR105483,2021-05-18,Kerala,Kerala City 2,5G,Broadband,4.1
AIR105484,2020-05-21,Tamil Nadu,Tamil Nadu City 1,4G,Enterprise,5.1
AIR105485,2023-09-19,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,1.9
AIR105486,2024-04-27,West Bengal,West Bengal City 2,5G,Prepaid,1.4
AIR105487,2021-08-15,West Bengal,West Bengal City 3,4G,Postpaid,4.2
AIR105488,2023-10-29,Tamil Nadu,Tamil Nadu City 1,4G,Prepaid,2
AIR105489,2023-10-01,Rajasthan,Rajasthan City 3,5G,Postpaid,2.2
AIR105490,2021-02-01,Karnataka,Karnataka City 3,4G,Prepaid,4
AIR105491,2023-02-09,Rajasthan,Rajasthan City 1,4G,Postpaid,2.1
AIR105492,2024-01-28,Tamil Nadu,Tamil Nadu City 2,5G,Prepaid,1.2
AIR105493,2023-09-25,Uttar Pradesh,Uttar Pradesh City 1,4G,Prepaid,1.6
AIR105494,2024-12-06,Rajasthan,Rajasthan City 1,4G,Prepaid,0.5
AIR105495,2023-09-11,Delhi,Delhi City 1,4G,Broadband,1.8
AIR105496,2023-10-26,Rajasthan,Rajasthan City 3,4G,Prepaid,1.8
AIR105497,2022-09-04,Telangana,Telangana City 1,4G,Broadband,3
AIR105498,2022-11-19,Gujarat,Gujarat City 1,4G,Postpaid,2.9
AIR105499,2023-06-25,Kerala,Kerala City 1,4G,Postpaid,2.4
AIR105500,2020-07-03,Rajasthan,Rajasthan City 2,4G,Prepaid,5.5
AIR105501,2024-06-28,Karnataka,Karnataka City 2,4G,Prepaid,0.6
AIR105502,2024-12-23,Karnataka,Karnataka City 2,4G,Postpaid,0.2
AIR105503,2021-01-28,Rajasthan,Rajasthan City 2,4G,Prepaid,4.2
AIR105504,2019-11-20,Maharashtra,Maharashtra City 3,5G,Postpaid,5.5
AIR105505,2024-04-09,West Bengal,West Bengal City 3,4G,Enterprise,1.2
AIR105506,2019-04-21,Rajasthan,Rajasthan City 1,5G,Prepaid,6.2
AIR105507,2023-12-29,West Bengal,West Bengal City 3,4G,Postpaid,1.6
AIR105508,2022-02-12,Delhi,Delhi City 2,4G,Enterprise,3.6
AIR105509,2023-09-17,Tamil Nadu,Tamil Nadu City 1,4G,Broadband,2.1
AIR105510,2020-12-24,Delhi,Delhi City 1,5G,Broadband,4.9
AIR105511,2023-02-16,Rajasthan,Rajasthan City 2,4G,Broadband,2.8
AIR105512,2021-02-05,Karnataka,Karnataka City 2,5G,Prepaid,4
AIR105513,2021-04-11,Maharashtra,Maharashtra City 2,5G,Broadband,3.9
AIR105514,2024-11-30,Uttar Pradesh,Uttar Pradesh City 3,4G,Broadband,0.4
AIR105515,2022-07-17,West Bengal,West Bengal City 1,4G,Postpaid,2.8
AIR105516,2019-06-24,Gujarat,Gujarat City 2,4G,Prepaid,6
AIR105517,2024-01-20,West Bengal,West Bengal City 1,4G,Prepaid,1.5
AIR105518,2022-05-11,Telangana,Telangana City 1,4G,Prepaid,3.3
AIR105519,2024-05-12,Kerala,Kerala City 3,5G,Prepaid,1.3
AIR105520,2019-05-06,Rajasthan,Rajasthan City 1,4G,Postpaid,6.4
AIR105521,2021-09-21,Delhi,Delhi City 2,4G,Postpaid,4.2
AIR105522,2023-01-30,Gujarat,Gujarat City 2,4G,Postpaid,2.9
AIR105523,2024-01-26,Karnataka,Karnataka City 1,5G,Prepaid,1.1
AIR105524,2019-07-18,Karnataka,Karnataka City 1,4G,Postpaid,5.7
AIR105525,2022-05-07,Karnataka,Karnataka City 3,5G,Prepaid,2.9
AIR105526,2020-11-17,Uttar Pradesh,Uttar Pradesh City 2,5G,Prepaid,4.5
AIR105527,2023-01-16,Telangana,Telangana City 2,4G,Postpaid,2.4
AIR105528,2021-02-20,Karnataka,Karnataka City 1,4G,Prepaid,4.4
AIR105529,2021-07-29,Karnataka,Karnataka City 1,4G,Prepaid,4
AIR105530,2021-03-28,Rajasthan,Rajasthan City 1,4G,Prepaid,4.5
AIR105531,2024-09-01,Telangana,Telangana City 2,5G,Postpaid,1.1
AIR105532,2020-09-28,Maharashtra,Maharashtra City 1,4G,Postpaid,5.1
AIR105533,2020-12-11,Maharashtra,Maharashtra City 3,4G,Prepaid,5
AIR105534,2022-06-12,Telangana,Telangana City 3,4G,Prepaid,2.7
AIR105535,2021-07-10,Kerala,Kerala City 1,4G,Postpaid,3.7
AIR105536,2023-08-04,Uttar Pradesh,Uttar Pradesh City 3,4G,Broadband,1.7
AIR105537,2019-04-29,Gujarat,Gujarat City 3,4G,Postpaid,6
AIR105538,2021-11-29,West Bengal,West Bengal City 3,5G,Broadband,3.5
AIR105539,2019-09-17,Rajasthan,Rajasthan City 3,4G,Postpaid,5.8
AIR105540,2021-01-25,Tamil Nadu,Tamil Nadu City 3,4G,Postpaid,4.6
AIR105541,2019-01-06,Maharashtra,Maharashtra City 2,5G,Broadband,6.7
AIR105542,2019-03-07,Telangana,Telangana City 1,5G,Postpaid,6.6
AIR105543,2022-03-15,Gujarat,Gujarat City 3,4G,Broadband,3.7
AIR105544,2019-01-29,Telangana,Telangana City 1,4G,Prepaid,6.9
AIR105545,2023-07-25,West Bengal,West Bengal City 3,4G,Broadband,1.6
AIR105546,2020-10-21,Gujarat,Gujarat City 2,4G,Postpaid,4.4
AIR105547,2021-06-18,Maharashtra,Maharashtra City 2,5G,Broadband,3.8
AIR105548,2021-06-22,Karnataka,Karnataka City 3,4G,Prepaid,3.9
AIR105549,2019-12-27,Telangana,Telangana City 3,5G,Postpaid,5.5
AIR105550,2023-06-07,Tamil Nadu,Tamil Nadu City 3,4G,Broadband,2.1
AIR105551,2024-05-01,Maharashtra,Maharashtra City 2,4G,Prepaid,1.3
AIR105552,2024-09-04,Delhi,Delhi City 2,4G,Postpaid,1
AIR105553,2024-10-19,Tamil Nadu,Tamil Nadu City 1,4G,Broadband,1
AIR105554,2022-01-17,Kerala,Kerala City 2,4G,Prepaid,3.8
AIR105555,2019-06-26,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,6.5
AIR105556,2024-09-05,Maharashtra,Maharashtra City 1,4G,Postpaid,0.4
AIR105557,2022-08-05,Karnataka,Karnataka City 2,5G,Postpaid,2.6
AIR105558,2020-07-28,Maharashtra,Maharashtra City 2,4G,Prepaid,4.7
AIR105559,2020-06-14,West Bengal,West Bengal City 3,5G,Prepaid,4.9
AIR105560,2020-05-07,Gujarat,Gujarat City 1,4G,Prepaid,5.1
AIR105561,2022-06-15,Telangana,Telangana City 2,5G,Prepaid,3.1
AIR105562,2022-03-06,Gujarat,Gujarat City 2,5G,Prepaid,3.4
AIR105563,2022-04-01,Gujarat,Gujarat City 3,4G,Postpaid,3.5
AIR105564,2021-04-26,Maharashtra,Maharashtra City 1,5G,Postpaid,4.5
AIR105565,2019-10-20,West Bengal,West Bengal City 1,4G,Postpaid,6.1
AIR105566,2021-11-17,Telangana,Telangana City 1,5G,Prepaid,4.1
AIR105567,2019-09-13,Telangana,Telangana City 1,4G,Postpaid,5.4
AIR105568,2021-06-23,Gujarat,Gujarat City 3,4G,Prepaid,3.7
AIR105569,2023-11-11,Kerala,Kerala City 2,4G,Broadband,1.4
AIR105570,2023-11-14,Uttar Pradesh,Uttar Pradesh City 2,4G,Postpaid,1.5
AIR105571,2020-10-26,West Bengal,West Bengal City 1,4G,Broadband,4.6
AIR105572,2019-09-22,Kerala,Kerala City 1,5G,Prepaid,5.8
AIR105573,2024-06-03,Rajasthan,Rajasthan City 1,5G,Postpaid,1.2
AIR105574,2023-05-07,Rajasthan,Rajasthan City 2,4G,Postpaid,2.4
AIR105575,2020-02-05,Tamil Nadu,Tamil Nadu City 2,5G,Broadband,5.7
AIR105576,2021-02-15,Gujarat,Gujarat City 1,5G,Postpaid,4.7
AIR105577,2022-04-29,Telangana,Telangana City 3,4G,Postpaid,3.6
AIR105578,2022-02-21,Maharashtra,Maharashtra City 2,4G,Prepaid,3
AIR105579,2022-12-25,Telangana,Telangana City 2,4G,Postpaid,2.2
AIR105580,2021-05-23,Telangana,Telangana City 1,5G,Prepaid,3.9
AIR105581,2023-04-18,Karnataka,Karnataka City 3,5G,Prepaid,2.1
AIR105582,2020-01-09,Telangana,Telangana City 1,4G,Prepaid,5.4
AIR105583,2022-04-09,Tamil Nadu,Tamil Nadu City 1,4G,Enterprise,3.3
AIR105584,2021-05-11,Kerala,Kerala City 3,5G,Prepaid,4.3
AIR105585,2019-10-28,Rajasthan,Rajasthan City 3,5G,Broadband,5.9
AIR105586,2023-02-28,Telangana,Telangana City 3,5G,Enterprise,2.6
AIR105587,2024-11-19,Telangana,Telangana City 2,4G,Broadband,1
AIR105588,2024-08-19,Karnataka,Karnataka City 1,4G,Broadband,1.3
AIR105589,2019-05-06,West Bengal,West Bengal City 2,4G,Broadband,5.8
AIR105590,2020-01-18,Maharashtra,Maharashtra City 3,4G,Prepaid,5.2
AIR105591,2020-03-25,West Bengal,West Bengal City 2,5G,Prepaid,5.1
AIR105592,2020-06-06,Maharashtra,Maharashtra City 3,4G,Postpaid,4.9
AIR105593,2024-01-29,Uttar Pradesh,Uttar Pradesh City 3,5G,Postpaid,1.4
AIR105594,2021-10-06,Telangana,Telangana City 1,4G,Prepaid,3.8
AIR105595,2021-07-30,Karnataka,Karnataka City 1,5G,Postpaid,4
AIR105596,2019-09-30,Delhi,Delhi City 1,4G,Postpaid,6
AIR105597,2024-07-05,Gujarat,Gujarat City 2,4G,Broadband,1.3
AIR105598,2020-05-16,Rajasthan,Rajasthan City 1,4G,Postpaid,5.5
AIR105599,2022-06-04,Kerala,Kerala City 3,4G,Postpaid,3.5
AIR105600,2023-12-20,Rajasthan,Rajasthan City 1,5G,Prepaid,1.2
AIR105601,2023-05-26,Kerala,Kerala City 2,4G,Postpaid,1.8
AIR105602,2022-04-11,Uttar Pradesh,Uttar Pradesh City 1,4G,Enterprise,3
AIR105603,2021-11-22,West Bengal,West Bengal City 1,5G,Prepaid,3.5
AIR105604,2021-03-23,Tamil Nadu,Tamil Nadu City 1,5G,Prepaid,4.2
AIR105605,2024-03-21,Telangana,Telangana City 2,4G,Postpaid,1.3
AIR105606,2024-02-22,Delhi,Delhi City 3,5G,Prepaid,1.5
AIR105607,2020-06-24,Kerala,Kerala City 3,4G,Prepaid,5.2
AIR105608,2020-06-01,Gujarat,Gujarat City 3,4G,Prepaid,5.4
AIR105609,2021-07-23,Kerala,Kerala City 1,4G,Prepaid,4.3
AIR105610,2019-05-13,Tamil Nadu,Tamil Nadu City 1,4G,Prepaid,6.6
AIR105611,2024-11-13,Rajasthan,Rajasthan City 2,4G,Broadband,0.3
AIR105612,2020-02-28,Karnataka,Karnataka City 3,4G,Postpaid,5
AIR105613,2021-05-07,Rajasthan,Rajasthan City 1,4G,Prepaid,3.9
AIR105614,2019-03-23,Uttar Pradesh,Uttar Pradesh City 1,5G,Prepaid,6.1
AIR105615,2023-10-19,Karnataka,Karnataka City 1,4G,Prepaid,1.7
AIR105616,2021-07-04,Rajasthan,Rajasthan City 2,5G,Broadband,4
AIR105617,2023-07-25,Gujarat,Gujarat City 3,5G,Prepaid,2.1
AIR105618,2024-02-07,Rajasthan,Rajasthan City 2,4G,Enterprise,1.6
AIR105619,2020-01-01,Gujarat,Gujarat City 3,4G,Prepaid,5.8
AIR105620,2024-01-23,Gujarat,Gujarat City 3,4G,Broadband,1.8
AIR105621,2022-01-21,Karnataka,Karnataka City 1,5G,Prepaid,3.9
AIR105622,2024-10-19,West Bengal,West Bengal City 1,4G,Prepaid,0.3
AIR105623,2019-11-22,Maharashtra,Maharashtra City 1,4G,Prepaid,5.3
AIR105624,2023-03-11,Telangana,Telangana City 1,5G,Postpaid,2.1
AIR105625,2022-09-11,Kerala,Kerala City 1,4G,Prepaid,2.7
AIR105626,2021-12-06,Maharashtra,Maharashtra City 3,4G,Prepaid,3.5
AIR105627,2023-10-20,Tamil Nadu,Tamil Nadu City 1,4G,Broadband,1.7
AIR105628,2024-11-06,West Bengal,West Bengal City 1,5G,Prepaid,0.8
AIR105629,2022-06-04,Maharashtra,Maharashtra City 2,5G,Prepaid,3.3
AIR105630,2022-11-21,Karnataka,Karnataka City 2,4G,Broadband,2.9
AIR105631,2023-11-11,Tamil Nadu,Tamil Nadu City 3,4G,Postpaid,2
AIR105632,2021-07-14,Delhi,Delhi City 3,5G,Broadband,4.4
AIR105633,2019-06-19,West Bengal,West Bengal City 2,5G,Prepaid,5.7
AIR105634,2022-10-20,Maharashtra,Maharashtra City 2,5G,Prepaid,2.4
AIR105635,2022-06-09,Tamil Nadu,Tamil Nadu City 1,4G,Prepaid,2.9
AIR105636,2020-09-11,Delhi,Delhi City 1,5G,Broadband,4.7
AIR105637,2022-06-10,Rajasthan,Rajasthan City 3,4G,Broadband,3
AIR105638,2020-11-12,Tamil Nadu,Tamil Nadu City 2,4G,Enterprise,4.7
AIR105639,2024-09-15,Karnataka,Karnataka City 3,5G,Prepaid,0.9
AIR105640,2022-11-26,Rajasthan,Rajasthan City 1,4G,Broadband,2.8
AIR105641,2021-10-07,Karnataka,Karnataka City 3,5G,Prepaid,4
AIR105642,2020-03-01,Maharashtra,Maharashtra City 3,4G,Postpaid,5.7
AIR105643,2024-04-12,Telangana,Telangana City 3,5G,Broadband,1.7
AIR105644,2019-08-05,Maharashtra,Maharashtra City 1,4G,Prepaid,5.5
AIR105645,2020-09-01,Rajasthan,Rajasthan City 3,4G,Prepaid,4.5
AIR105646,2019-12-24,Gujarat,Gujarat City 1,4G,Prepaid,5.3
AIR105647,2019-07-05,Maharashtra,Maharashtra City 2,4G,Postpaid,5.9
AIR105648,2020-12-25,Rajasthan,Rajasthan City 3,5G,Prepaid,4.5
AIR105649,2021-05-19,Tamil Nadu,Tamil Nadu City 3,4G,Prepaid,4.2
AIR105650,2021-04-03,Uttar Pradesh,Uttar Pradesh City 1,4G,Enterprise,4.4
AIR105651,2023-11-03,Maharashtra,Maharashtra City 3,4G,Prepaid,1.9
AIR105652,2024-05-31,Tamil Nadu,Tamil Nadu City 1,5G,Prepaid,1.4
AIR105653,2020-11-09,Karnataka,Karnataka City 3,4G,Postpaid,5
AIR105654,2022-03-30,West Bengal,West Bengal City 2,4G,Broadband,3.7
AIR105655,2019-10-11,Telangana,Telangana City 2,4G,Prepaid,5.3
AIR105656,2019-07-03,Karnataka,Karnataka City 2,5G,Postpaid,5.7
AIR105657,2024-12-29,Karnataka,Karnataka City 3,4G,Prepaid,0.3
AIR105658,2023-06-08,Rajasthan,Rajasthan City 3,4G,Postpaid,1.9
AIR105659,2019-08-19,Gujarat,Gujarat City 2,5G,Prepaid,5.8
AIR105660,2021-01-04,Kerala,Kerala City 2,5G,Prepaid,4.5
AIR105661,2019-06-07,Uttar Pradesh,Uttar Pradesh City 1,4G,Postpaid,6.2
AIR105662,2022-09-03,Gujarat,Gujarat City 1,5G,Broadband,3
AIR105663,2022-04-23,Rajasthan,Rajasthan City 2,4G,Postpaid,3.5
AIR105664,2021-12-11,Telangana,Telangana City 2,4G,Broadband,3.9
AIR105665,2021-10-23,Uttar Pradesh,Uttar Pradesh City 3,4G,Postpaid,4.1
AIR105666,2024-10-25,Uttar Pradesh,Uttar Pradesh City 2,5G,Prepaid,0.3
AIR105667,2023-07-29,Rajasthan,Rajasthan City 1,4G,Prepaid,1.6
AIR105668,2024-02-05,Delhi,Delhi City 1,4G,Broadband,1.2
AIR105669,2021-11-05,Karnataka,Karnataka City 1,4G,Postpaid,3.5
AIR105670,2021-06-22,West Bengal,West Bengal City 1,5G,Enterprise,4
AIR105671,2021-06-07,Delhi,Delhi City 1,4G,Prepaid,4.1
AIR105672,2022-07-14,Rajasthan,Rajasthan City 1,4G,Prepaid,3.1
AIR105673,2022-08-22,Delhi,Delhi City 2,4G,Prepaid,3.1
AIR105674,2021-10-26,West Bengal,West Bengal City 1,4G,Prepaid,4
AIR105675,2022-02-07,Rajasthan,Rajasthan City 1,5G,Prepaid,3.8
AIR105676,2019-05-23,Rajasthan,Rajasthan City 1,4G,Prepaid,6.6
AIR105677,2024-04-14,Uttar Pradesh,Uttar Pradesh City 1,5G,Postpaid,0.8
AIR105678,2023-08-18,Delhi,Delhi City 2,4G,Prepaid,1.6
AIR105679,2019-07-26,Tamil Nadu,Tamil Nadu City 3,5G,Prepaid,5.7
AIR105680,2019-06-15,Maharashtra,Maharashtra City 3,4G,Postpaid,5.9
AIR105681,2024-06-20,Rajasthan,Rajasthan City 3,4G,Postpaid,1
AIR105682,2020-01-29,Delhi,Delhi City 3,5G,Postpaid,5.5
AIR105683,2019-05-01,Kerala,Kerala City 1,5G,Postpaid,6.3
AIR105684,2020-02-17,Telangana,Telangana City 3,4G,Broadband,5.6
AIR105685,2024-05-29,Kerala,Kerala City 3,4G,Postpaid,1.4
AIR105686,2020-02-25,Delhi,Delhi City 2,4G,Broadband,5.7
AIR105687,2023-09-26,Karnataka,Karnataka City 2,5G,Postpaid,2.2
AIR105688,2019-09-25,Karnataka,Karnataka City 2,4G,Prepaid,5.4
AIR105689,2024-09-16,Delhi,Delhi City 1,4G,Prepaid,0.5
AIR105690,2023-11-13,Uttar Pradesh,Uttar Pradesh City 1,4G,Postpaid,1.4
AIR105691,2019-07-18,Uttar Pradesh,Uttar Pradesh City 1,5G,Postpaid,5.8
AIR105692,2019-01-05,Rajasthan,Rajasthan City 2,4G,Postpaid,6.4
AIR105693,2022-12-26,West Bengal,West Bengal City 3,4G,Prepaid,2.6
AIR105694,2021-09-15,Maharashtra,Maharashtra City 2,4G,Postpaid,3.9
AIR105695,2022-10-26,Rajasthan,Rajasthan City 1,4G,Postpaid,2.9
AIR105696,2021-06-13,Kerala,Kerala City 2,4G,Postpaid,4.3
AIR105697,2024-03-05,Maharashtra,Maharashtra City 3,5G,Postpaid,1.7
AIR105698,2024-11-20,Kerala,Kerala City 1,5G,Enterprise,1.1
AIR105699,2024-04-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,0.8
AIR105700,2020-10-11,Delhi,Delhi City 3,5G,Prepaid,4.4
AIR105701,2024-01-03,West Bengal,West Bengal City 1,4G,Broadband,1.3
AIR105702,2024-10-14,Kerala,Kerala City 3,4G,Prepaid,0.6
AIR105703,2020-08-01,Uttar Pradesh,Uttar Pradesh City 2,5G,Postpaid,4.9
AIR105704,2019-02-16,West Bengal,West Bengal City 3,4G,Prepaid,6.4
AIR105705,2019-12-31,Rajasthan,Rajasthan City 3,4G,Prepaid,5.6
AIR105706,2024-10-16,Delhi,Delhi City 3,5G,Prepaid,0.9
AIR105707,2019-03-14,Telangana,Telangana City 2,4G,Prepaid,6.6
AIR105708,2022-07-06,Karnataka,Karnataka City 3,5G,Prepaid,3.4
AIR105709,2024-07-15,Gujarat,Gujarat City 3,5G,Prepaid,1.4
AIR105710,2024-09-08,West Bengal,West Bengal City 2,4G,Postpaid,0.4
AIR105711,2021-10-23,Telangana,Telangana City 1,4G,Postpaid,3.4
AIR105712,2023-03-25,Telangana,Telangana City 1,4G,Broadband,2.1
AIR105713,2023-03-24,West Bengal,West Bengal City 1,4G,Broadband,2.1
AIR105714,2020-06-04,Telangana,Telangana City 3,4G,Prepaid,5
AIR105715,2020-02-05,Kerala,Kerala City 1,5G,Broadband,5.4
AIR105716,2023-08-15,Telangana,Telangana City 2,4G,Postpaid,2
AIR105717,2024-06-14,Uttar Pradesh,Uttar Pradesh City 3,4G,Postpaid,1.3
AIR105718,2024-07-29,Maharashtra,Maharashtra City 3,4G,Postpaid,1.2
AIR105719,2020-10-15,Kerala,Kerala City 3,4G,Prepaid,5.1
AIR105720,2021-08-07,Telangana,Telangana City 1,5G,Postpaid,4.4
AIR105721,2021-04-27,Rajasthan,Rajasthan City 1,4G,Prepaid,3.8
AIR105722,2023-02-04,Karnataka,Karnataka City 1,5G,Prepaid,2.1
AIR105723,2021-07-23,Delhi,Delhi City 3,4G,Prepaid,3.7
AIR105724,2022-10-27,Telangana,Telangana City 2,4G,Prepaid,2.5
AIR105725,2020-06-22,Tamil Nadu,Tamil Nadu City 3,4G,Broadband,5
AIR105726,2019-03-12,Karnataka,Karnataka City 2,4G,Enterprise,6.3
AIR105727,2023-02-14,Rajasthan,Rajasthan City 3,4G,Prepaid,2.5
AIR105728,2023-10-21,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,1.9
AIR105729,2023-12-31,Telangana,Telangana City 3,5G,Prepaid,1.8
AIR105730,2019-09-13,Uttar Pradesh,Uttar Pradesh City 3,4G,Broadband,6.2
AIR105731,2025-01-03,Telangana,Telangana City 2,5G,Prepaid,0.9
AIR105732,2021-06-20,Gujarat,Gujarat City 2,4G,Broadband,3.7
AIR105733,2020-10-31,Maharashtra,Maharashtra City 2,4G,Postpaid,4.4
AIR105734,2024-02-27,Uttar Pradesh,Uttar Pradesh City 2,4G,Broadband,1.1
AIR105735,2019-05-20,Maharashtra,Maharashtra City 2,4G,Postpaid,6
AIR105736,2022-12-17,Karnataka,Karnataka City 2,5G,Postpaid,2.5
AIR105737,2019-03-05,Gujarat,Gujarat City 2,4G,Postpaid,6.4
AIR105738,2022-07-18,Delhi,Delhi City 2,4G,Broadband,3.1
AIR105739,2023-09-18,Kerala,Kerala City 3,4G,Broadband,2
AIR105740,2021-05-17,Maharashtra,Maharashtra City 2,4G,Postpaid,4.4
AIR105741,2020-05-27,Gujarat,Gujarat City 2,5G,Postpaid,5.5
AIR105742,2021-10-27,Maharashtra,Maharashtra City 3,4G,Broadband,4.1
AIR105743,2022-11-17,West Bengal,West Bengal City 3,5G,Broadband,2.2
AIR105744,2024-09-25,Rajasthan,Rajasthan City 1,4G,Postpaid,0.5
AIR105745,2021-05-17,Delhi,Delhi City 1,5G,Prepaid,3.9
AIR105746,2021-02-16,Rajasthan,Rajasthan City 2,5G,Prepaid,4.2
AIR105747,2021-10-22,Telangana,Telangana City 2,4G,Broadband,3.6
AIR105748,2019-12-25,Maharashtra,Maharashtra City 1,4G,Prepaid,5.6
AIR105749,2023-02-09,Telangana,Telangana City 1,5G,Prepaid,2.5
AIR105750,2024-04-22,Tamil Nadu,Tamil Nadu City 2,4G,Prepaid,1.4
AIR105751,2022-12-16,Maharashtra,Maharashtra City 1,5G,Postpaid,2.8
AIR105752,2021-03-25,Gujarat,Gujarat City 2,4G,Postpaid,4.6
AIR105753,2020-08-18,Delhi,Delhi City 3,4G,Prepaid,5.3
AIR105754,2021-08-28,Telangana,Telangana City 3,5G,Prepaid,3.5
AIR105755,2019-08-15,Maharashtra,Maharashtra City 1,4G,Postpaid,5.6
AIR105756,2021-03-27,Tamil Nadu,Tamil Nadu City 3,4G,Broadband,4.1
AIR105757,2024-06-13,Rajasthan,Rajasthan City 3,4G,Prepaid,0.9
AIR105758,2025-01-07,Gujarat,Gujarat City 3,4G,Prepaid,0.4
AIR105759,2024-01-16,West Bengal,West Bengal City 3,5G,Postpaid,1.5
AIR105760,2024-08-26,Maharashtra,Maharashtra City 2,5G,Broadband,1
AIR105761,2024-03-27,West Bengal,West Bengal City 2,5G,Postpaid,1.5
AIR105762,2023-03-18,Karnataka,Karnataka City 1,4G,Postpaid,2.6
AIR105763,2023-01-09,Delhi,Delhi City 3,4G,Broadband,2.9
